"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.091098785E-2,5.238129865E1,4.860444602E0,-2.192013502E0,NaN,NaN,2.616644180E1,3.000000000E1
4.595459700E-1,5.238129865E1,4.860444602E0,1.822109461E0,NaN,NaN,2.616644180E1,2.136767578E1
6.928635001E0,5.238129865E1,4.860444602E0,1.900665760E0,NaN,NaN,2.616644180E1,2.103634262E1
1.400254190E1,5.238123251E1,4.860491976E0,3.728294373E-1,0.000000000E0,NaN,1.433363514E1,3.000000000E0
1.500255013E1,5.238132706E1,4.860466495E0,4.082298279E-1,3.100000024E-1,3.533203125E2,1.003598243E1,3.000000000E0
1.600254107E1,5.238124840E1,4.860386364E0,6.062889099E-1,2.899999917E-1,5.378906250E1,8.925118574E0,3.000000000E0
1.700255299E1,5.238124840E1,4.860386364E0,6.062889770E-1,2.899999917E-1,NaN,8.925118574E0,3.000000000E0
1.800256300E1,5.238126256E1,4.860427100E0,4.933129037E-1,3.100000024E-1,NaN,9.311618060E0,3.000000000E0
1.900255322E1,5.238127258E1,4.860400530E0,6.755028451E-1,5.000000000E-1,NaN,7.983762050E0,3.000000000E0
2.000255418E1,5.238124850E1,4.860419983E0,2.555199526E-1,5.000000000E-1,6.609375532E1,7.454460813E0,3.000000000E0
2.100256050E1,5.238122384E1,4.860440847E0,2.450186852E-2,5.000000000E-1,NaN,7.220667202E0,3.000000000E0
2.200254703E1,5.238119442E1,4.860423818E0,1.108055990E-1,5.000000000E-1,1.089843805E2,6.723735898E0,3.000000000E0
2.300254941E1,5.238119626E1,4.860442600E0,-4.611875862E-3,5.699999928E-1,1.061718814E2,6.343861140E0,3.000000000E0
2.400255620E1,5.238120415E1,4.860450683E0,4.690182302E-2,8.100000024E-1,1.782421878E2,6.053419851E0,3.000000000E0
2.500254631E1,5.238122482E1,4.860475837E0,-7.773196138E-2,8.500000238E-1,9.457032236E1,5.942010431E0,4.000000000E0
2.600253522E1,5.238122331E1,4.860462515E0,-2.420413587E-2,8.100000024E-1,5.589844530E1,5.950856453E0,4.000000000E0
2.700252318E1,5.238122698E1,4.860454677E0,1.998526603E-2,3.100000024E-1,NaN,6.211739682E0,4.000000000E0
2.800251257E1,5.238122991E1,4.860462807E0,3.954125131E-1,3.100000024E-1,NaN,5.968551430E0,4.000000000E0
2.900250113E1,5.238122333E1,4.860479516E0,4.623681204E-1,7.300000191E-1,1.283203192E2,5.370940234E0,4.000000000E0
3.000248969E1,5.238121901E1,4.860484093E0,6.761132386E-1,7.300000191E-1,1.395703180E2,4.984245404E0,3.132770951E0
3.100247920E1,5.238122794E1,4.860478649E0,1.028099749E-1,5.299999714E-1,NaN,5.318927045E0,3.039924416E0
3.200246799E1,5.238122811E1,4.860477140E0,2.962303851E-1,2.899999917E-1,NaN,5.122606079E0,4.000000000E0
3.300245667E1,5.238123054E1,4.860471189E0,4.323998177E-1,2.899999917E-1,NaN,5.106191676E0,4.000000000E0
3.400244522E1,5.238123218E1,4.860460376E0,4.543114398E-1,4.099999964E-1,NaN,5.095539424E0,4.000000000E0
3.500243437E1,5.238123364E1,4.860449480E0,6.812401516E-1,4.600000083E-1,NaN,5.495903016E0,4.000000000E0
3.600242341E1,5.238123243E1,4.860444367E0,8.628197387E-1,0.000000000E0,NaN,5.858965995E0,4.000000000E0
3.700241244E1,5.238118380E1,4.860367148E0,1.388153999E0,4.648973178E-1,NaN,1.321470920E1,1.353704993E0
3.800240123E1,5.238124298E1,4.860418164E0,1.098735361E0,3.863341782E-1,NaN,8.560454858E0,1.362855737E0
