"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.900239027E1,5.238124320E1,4.860419177E0,1.129146292E0,0.000000000E0,NaN,6.903509017E0,1.406212141E0
4.000237930E1,5.238120203E1,4.860375240E0,1.026097358E0,1.341985891E-1,NaN,6.391642992E0,1.839358849E0
4.100236797E1,5.238120928E1,4.860370738E0,8.348363321E-1,2.548144970E-1,NaN,6.210896960E0,2.088800511E0
4.200235748E1,5.238120662E1,4.860382122E0,7.831018614E-1,6.367011523E-1,9.456737141E1,6.144324352E0,2.290563167E0
4.300234699E1,5.238120007E1,4.860374783E0,6.910394346E-1,2.375811755E-1,NaN,6.074734057E0,2.378107924E0
4.400233591E1,5.238120393E1,4.860384706E0,7.230040254E-1,2.770601876E-1,NaN,6.027324665E0,2.434499010E0
4.500232446E1,5.238120119E1,4.860367740E0,6.604429726E-1,7.987041678E-2,NaN,5.752657885E0,2.543756302E0
4.600231421E1,5.238119696E1,4.860366519E0,4.405594356E-1,3.721352345E-2,NaN,5.668229514E0,2.583166510E0
4.700230348E1,5.238119803E1,4.860378118E0,6.930574402E-1,1.466729016E-1,NaN,5.547371530E0,2.630193569E0
4.800229204E1,5.238119020E1,4.860391623E0,7.357382402E-1,4.998501360E-2,NaN,5.249691312E0,2.711409047E0
4.900228143E1,5.238119152E1,4.860396441E0,7.418902293E-1,0.000000000E0,NaN,5.108317864E0,2.780220429E0
5.000226986E1,5.238119038E1,4.860394750E0,6.795392185E-1,4.198968878E-2,NaN,5.132848323E0,2.734667279E0
5.100225925E1,5.238118708E1,4.860406744E0,1.183291053E0,2.275132410E-1,NaN,5.165441921E0,2.672591774E0
5.200224864E1,5.238118045E1,4.860399461E0,-5.867844634E-1,4.835619670E-1,NaN,5.329306264E0,2.555408872E0
5.300223827E1,5.238116970E1,4.860387819E0,-1.215399300E0,7.279748919E-1,2.243881478E2,5.461231184E0,2.419190537E0
5.400222659E1,5.238117368E1,4.860371353E0,-1.329151518E0,4.635842508E-1,1.957890032E2,5.302297258E0,2.461831240E0
