"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.848733332E-2,-2.517990875E1,-3.686863708E1,-1.806823730E1
2.845733333E-2,-2.513704681E1,-3.669637299E1,-1.834201050E1
3.842733335E-2,-2.511964417E1,-3.665879059E1,-1.852420044E1
4.839733336E-2,-2.522959518E1,-3.630920029E1,-1.878555298E1
5.836733337E-2,-2.526018906E1,-3.620493317E1,-1.889044189E1
6.833633338E-2,-2.543482971E1,-3.583995056E1,-1.884069824E1
7.830633339E-2,-2.529759979E1,-3.590222549E1,-1.892333984E1
8.827633341E-2,-2.559888077E1,-3.549931335E1,-1.868643188E1
9.824633342E-2,-2.563559341E1,-3.572231674E1,-1.872970581E1
1.082163333E-1,-2.573905945E1,-3.554457474E1,-1.877383423E1
1.181863333E-1,-2.575154114E1,-3.570839691E1,-1.928067017E1
1.281553333E-1,-2.590618134E1,-3.545614624E1,-1.900347900E1
1.381253334E-1,-2.571669006E1,-3.518955612E1,-1.895434570E1
1.480953334E-1,-2.565356827E1,-3.524007797E1,-1.906900024E1
1.580653334E-1,-2.589232635E1,-3.499504852E1,-1.891937256E1
1.680353334E-1,-2.576422882E1,-3.531690979E1,-1.893542480E1
1.780053334E-1,-2.596608734E1,-3.530280685E1,-1.905023193E1
1.879743334E-1,-2.594128799E1,-3.540970993E1,-1.893652344E1
1.979443333E-1,-2.595786285E1,-3.545661926E1,-1.876220703E1
2.079143333E-1,-2.568536758E1,-3.575450516E1,-1.848629761E1
2.178843333E-1,-2.569555664E1,-3.565707779E1,-1.878900146E1
2.278543334E-1,-2.556147003E1,-3.566506577E1,-1.905850220E1
2.378243334E-1,-2.566000748E1,-3.556786346E1,-1.872119141E1
2.477933334E-1,-2.547129440E1,-3.576314545E1,-1.892712402E1
2.577633334E-1,-2.561893082E1,-3.560802460E1,-1.882537842E1
2.677333334E-1,-2.541582108E1,-3.544403839E1,-1.889846802E1
2.777033334E-1,-2.560294724E1,-3.533557129E1,-1.886138916E1
2.876733333E-1,-2.576078796E1,-3.515621185E1,-1.852673340E1
2.976433333E-1,-2.579080200E1,-3.505261230E1,-1.820605469E1
3.076123333E-1,-2.606969833E1,-3.512336731E1,-1.816259766E1
3.175823333E-1,-2.611889648E1,-3.503022003E1,-1.828781128E1
3.275523334E-1,-2.605921173E1,-3.513169861E1,-1.830688477E1
3.375223334E-1,-2.619728851E1,-3.497973633E1,-1.796939087E1
3.474923334E-1,-2.631150055E1,-3.475338364E1,-1.826907349E1
3.574623334E-1,-2.633360291E1,-3.498806763E1,-1.809967041E1
3.674313334E-1,-2.642893982E1,-3.517078018E1,-1.783810425E1
3.774013334E-1,-2.661159515E1,-3.492295074E1,-1.795098877E1
3.873713333E-1,-2.651365662E1,-3.477733612E1,-1.766989136E1
3.973413333E-1,-2.687108612E1,-3.472476196E1,-1.786779785E1
4.073113333E-1,-2.705181122E1,-3.468384552E1,-1.794161987E1
4.172813334E-1,-2.722250366E1,-3.477432251E1,-1.796069336E1
4.272503334E-1,-2.726485443E1,-3.448803711E1,-1.793667603E1
4.372203334E-1,-2.750761414E1,-3.419001007E1,-1.774868774E1
4.471903334E-1,-2.769570160E1,-3.435152817E1,-1.816418457E1
4.571603334E-1,-2.792882538E1,-3.392088318E1,-1.787094116E1
4.671303334E-1,-2.832524872E1,-3.353882599E1,-1.761010742E1
4.771003333E-1,-2.860809326E1,-3.351367188E1,-1.776632690E1
4.870693333E-1,-2.887803650E1,-3.321970367E1,-1.798413086E1
4.970393333E-1,-2.937040710E1,-3.260616302E1,-1.775543213E1
5.070093333E-1,-2.987303162E1,-3.209289932E1,-1.741549683E1
5.169793334E-1,-3.071993256E1,-3.182174301E1,-1.724908447E1
5.269493334E-1,-3.120907593E1,-3.093906784E1,-1.672903442E1
5.369193334E-1,-3.180453491E1,-3.049265099E1,-1.626187134E1
5.468883334E-1,-3.254083252E1,-3.009987831E1,-1.597256470E1
5.568583334E-1,-3.321253967E1,-2.982557487E1,-1.578698730E1
5.668283334E-1,-3.375930786E1,-2.889189911E1,-1.563195801E1
5.767983333E-1,-3.425671387E1,-2.834412956E1,-1.526895142E1
5.867683333E-1,-3.473453522E1,-2.774931717E1,-1.561236572E1
5.967383333E-1,-3.542755890E1,-2.733794403E1,-1.513894653E1
6.067073334E-1,-3.596535492E1,-2.653646469E1,-1.545516968E1
6.166773334E-1,-3.646753693E1,-2.606673050E1,-1.547528076E1
6.266473334E-1,-3.692476654E1,-2.540940857E1,-1.525076294E1
6.366173334E-1,-3.729850769E1,-2.481943130E1,-1.476440430E1
6.465873334E-1,-3.774141693E1,-2.387841415E1,-1.513470459E1
6.565573334E-1,-3.837517548E1,-2.313684845E1,-1.523385620E1
6.665263333E-1,-3.891117096E1,-2.239513397E1,-1.517849731E1
