"Time (s)","X (hPa)"
-5.276780417E-1,1.005248947E3
4.951359583E-1,1.005325928E3
1.518022958E0,1.005402985E3
2.540862958E0,1.005613708E3
3.563684958E0,1.006111374E3
4.586822958E0,1.006111374E3
4.739056958E0,1.005638275E3
5.686269958E0,1.005638275E3
6.633550958E0,1.005811386E3
7.580897958E0,1.005839844E3
8.528308958E0,1.005839844E3
9.475758958E0,1.005720062E3
1.042319796E1,1.005656433E3
1.137076396E1,1.005179901E3
1.231846696E1,1.004576111E3
1.326613596E1,1.004576111E3
1.421388396E1,1.004807434E3
1.516184496E1,1.004962463E3
1.610985896E1,1.005149078E3
1.705792496E1,1.005175552E3
1.800584896E1,1.005703354E3
1.895372996E1,1.006130066E3
1.990166796E1,1.006162567E3
2.084948596E1,1.006162567E3
2.179741596E1,1.006055756E3
2.274531396E1,1.005445251E3
2.369318996E1,1.005370712E3
2.464123196E1,1.005178909E3
2.558923296E1,1.005109253E3
2.653715396E1,1.005079346E3
2.748511596E1,1.004792709E3
2.843315096E1,1.004641418E3
2.938119996E1,1.004406204E3
3.032921496E1,1.004406204E3
