"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.717003345E-2,5.237984200E1,4.860659709E0,3.167148232E-1,NaN,NaN,1.395400774E3,5.927777100E1
4.627579451E-1,5.238130678E1,4.860260338E0,1.985876322E0,NaN,NaN,2.200000000E1,3.000000000E1
4.568055034E0,5.238129865E1,4.860444602E0,1.985876322E0,NaN,NaN,2.616644180E1,2.252372742E1
6.866950870E0,5.238124311E1,4.860314280E0,1.078212738E0,0.000000000E0,NaN,1.453256166E1,4.000000000E0
7.866939902E0,5.238123075E1,4.860368595E0,9.370994568E-1,0.000000000E0,NaN,1.184564882E1,4.000000000E0
8.866929293E0,5.238123674E1,4.860423161E0,1.060634613E0,0.000000000E0,NaN,1.040701324E1,4.000000000E0
9.868051767E0,5.238124726E1,4.860398769E0,1.423244476E0,0.000000000E0,NaN,9.254583633E0,4.000000000E0
1.086806095E1,5.238125942E1,4.860476134E0,1.598659515E0,0.000000000E0,NaN,8.953639864E0,4.000000000E0
1.186805177E1,5.238125506E1,4.860474290E0,1.220302582E0,0.000000000E0,NaN,8.207947915E0,4.000000000E0
1.286805797E1,5.238127019E1,4.860451324E0,1.838344574E0,0.000000000E0,NaN,7.945901207E0,4.000000000E0
1.386806333E1,5.238126767E1,4.860465154E0,1.985805511E0,0.000000000E0,NaN,7.491821165E0,4.000000000E0
1.486805475E1,5.238127727E1,4.860467166E0,2.665370941E0,0.000000000E0,NaN,6.681452570E0,4.000000000E0
1.586806798E1,5.238126931E1,4.860476889E0,1.743190765E0,0.000000000E0,NaN,6.174621953E0,4.000000000E0
1.686807251E1,5.238126931E1,4.860476889E0,1.743190832E0,0.000000000E0,NaN,6.174621953E0,4.000000000E0
1.786806560E1,5.238127333E1,4.860470518E0,1.410610266E0,0.000000000E0,NaN,6.005474373E0,4.000000000E0
1.886807549E1,5.238127589E1,4.860472782E0,1.616481848E0,0.000000000E0,NaN,6.225141815E0,4.000000000E0
1.986808598E1,5.238127610E1,4.860471608E0,1.785610268E0,0.000000000E0,NaN,6.063973128E0,4.000000000E0
2.086807895E1,5.238126419E1,4.860454677E0,2.015285561E0,0.000000000E0,NaN,5.821124317E0,4.000000000E0
2.186808693E1,5.238126499E1,4.860454844E0,2.032009193E0,0.000000000E0,NaN,5.679225156E0,4.000000000E0
2.286809182E1,5.238126818E1,4.860461298E0,2.073146888E0,0.000000000E0,NaN,5.339334116E0,4.000000000E0
2.386808443E1,5.238126805E1,4.860467501E0,2.062099525E0,0.000000000E0,NaN,5.151334717E0,4.000000000E0
2.486808038E1,5.238126596E1,4.860461801E0,2.276027746E0,0.000000000E0,NaN,4.898255572E0,4.000000000E0
2.586807561E1,5.238125623E1,4.860447804E0,2.999477455E0,0.000000000E0,NaN,4.900738211E0,4.000000000E0
2.686807048E1,5.238125938E1,4.860446211E0,2.710414955E0,0.000000000E0,NaN,5.058813943E0,4.000000000E0
2.786806548E1,5.238124881E1,4.860447887E0,2.948146888E0,0.000000000E0,NaN,5.039819239E0,4.000000000E0
2.886805975E1,5.238125590E1,4.860453922E0,2.386745521E0,0.000000000E0,NaN,5.092365144E0,4.000000000E0
2.986805367E1,5.238125326E1,4.860446295E0,2.224636147E0,0.000000000E0,NaN,5.423701283E0,4.000000000E0
3.086804771E1,5.238127643E1,4.860532628E0,2.121791909E0,4.399999976E-1,NaN,4.821597870E0,4.000000000E0
3.186804092E1,5.238127069E1,4.860538580E0,3.004543372E0,4.399999976E-1,NaN,5.341203686E0,4.000000000E0
3.286803365E1,5.238127861E1,4.860537490E0,2.909755775E0,3.000000119E-1,NaN,5.328359523E0,4.000000000E0
3.386802614E1,5.238126734E1,4.860540507E0,3.602565833E0,3.000000119E-1,NaN,5.068119399E0,4.000000000E0
3.486801970E1,5.238126424E1,4.860541630E0,3.410915484E0,7.200000286E-1,1.392187555E2,5.267554116E0,4.000000000E0
3.586801243E1,5.238127983E1,4.860529192E0,3.582790443E0,2.099999934E-1,NaN,5.186330600E0,4.000000000E0
3.686800396E1,5.238128615E1,4.860460607E0,3.879425544E-1,9.320008860E-2,NaN,1.092677497E1,1.409082094E0
3.786799705E1,5.238128823E1,4.860475464E0,3.707745094E-1,5.678709058E-2,NaN,1.248151536E1,1.463914504E0
3.886798823E1,5.238130798E1,4.860471968E0,4.249595590E-1,9.157538477E-1,2.881646346E0,1.138887689E1,1.410623392E0
3.986798012E1,5.238130550E1,4.860439546E0,4.043375105E-1,3.249073832E-1,NaN,9.862906523E0,1.409776249E0
4.086797249E1,5.238131022E1,4.860465992E0,4.483501669E-1,2.219339905E-1,NaN,9.147379465E0,1.457586901E0
4.186796319E1,5.238130990E1,4.860460977E0,4.423294710E-1,3.516950166E-2,NaN,8.363551443E0,1.404118442E0
