"Time (s)","X (hPa)"
-5.494395418E-1,1.019818878E3
4.788664584E-1,1.019836807E3
1.506975458E0,1.019854736E3
2.535150458E0,1.019854736E3
3.563247458E0,1.019888535E3
4.591236458E0,1.019882660E3
4.735438458E0,1.019882660E3
5.687154458E0,1.019859085E3
6.638745458E0,1.019856110E3
7.590255458E0,1.019851456E3
8.541811458E0,1.019697495E3
9.493480458E0,1.019697495E3
1.044517846E1,1.019771423E3
1.139690246E1,1.019832001E3
1.234876046E1,1.019832001E3
1.330068246E1,1.019793625E3
1.425262846E1,1.019768600E3
1.520473746E1,1.019768600E3
1.615691346E1,1.019781799E3
1.710922346E1,1.019786072E3
1.806165446E1,1.019803619E3
1.901418946E1,1.019786072E3
1.996671746E1,1.019736176E3
2.091935046E1,1.019611282E3
2.187205346E1,1.019540710E3
2.282471346E1,1.019540710E3
2.377735846E1,1.019610291E3
2.472997546E1,1.019674377E3
2.568263746E1,1.019674377E3
2.663544146E1,1.019641418E3
2.758823946E1,1.019620514E3
2.854100346E1,1.019575119E3
2.949361046E1,1.019570618E3
3.044619246E1,1.019570618E3
3.139880946E1,1.019614868E3
3.235135846E1,1.019699936E3
3.330390846E1,1.019699936E3
3.425630746E1,1.019642563E3
3.520863146E1,1.019642563E3
3.616091846E1,1.019642563E3
3.711316546E1,1.019629517E3
3.806533246E1,1.019629517E3
3.901749146E1,1.019772949E3
