"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.113745826E-2,-1.551570749E-4,-1.051224247E-1,-9.272687882E-2
2.110845828E-2,1.090415195E-2,9.016398340E-3,-8.816062659E-2
3.107845830E-2,1.084685884E-2,1.071826369E-1,-6.347596645E-2
4.104945832E-2,-1.669199090E-3,1.621502787E-1,-5.021023005E-2
5.102045834E-2,-1.211982872E-2,1.919865757E-1,-6.585560739E-2
6.099045835E-2,-2.417569421E-2,2.050714940E-1,-9.680499882E-2
7.096145838E-2,-3.202702478E-2,1.715867519E-1,-1.208465099E-1
8.093145839E-2,-2.389080264E-2,8.319270611E-2,-1.178022549E-1
9.090245841E-2,-4.193450138E-2,-2.618691325E-2,-4.538641870E-2
1.008734584E-1,-4.721182212E-2,-1.317772567E-1,1.978699816E-3
1.108434584E-1,-3.924287856E-2,-2.080179751E-1,8.074762300E-3
1.208144582E-1,-3.560739756E-2,-2.539226115E-1,-4.638635553E-3
1.307844582E-1,-5.751224980E-2,-2.712168097E-1,-1.472008042E-2
1.407554583E-1,-7.474050671E-2,-2.709899247E-1,-1.411101595E-2
1.507264583E-1,-8.760049939E-2,-2.441544533E-1,-9.642601945E-3
1.606964583E-1,-8.739916235E-2,-2.084100395E-1,-1.638412848E-2
1.706674583E-1,-8.276839554E-2,-1.665310711E-1,-2.790138870E-2
1.806374583E-1,-8.054971695E-2,-1.320532560E-1,-3.051474877E-2
1.906084584E-1,-6.983952224E-2,-9.255997837E-2,-2.067523450E-2
2.005794584E-1,-3.482481465E-2,-5.144663155E-2,-9.879045188E-3
2.105494584E-1,-1.290364843E-2,9.152782150E-4,-1.478110533E-2
2.205204584E-1,-9.077057475E-4,4.007120430E-2,-1.279305574E-2
2.304904584E-1,-1.086954307E-2,3.984070197E-2,8.795103990E-3
2.404614585E-1,-2.474141680E-2,1.378965937E-2,4.427293688E-2
2.504314582E-1,-4.159703851E-2,-7.792913821E-3,7.765869796E-2
2.604024583E-1,-7.002707571E-2,-1.370859332E-2,9.130766988E-2
2.703734583E-1,-8.028211445E-2,-2.688591368E-2,9.958371520E-2
2.803434583E-1,-8.095002919E-2,-4.902344197E-2,1.140119135E-1
2.903144583E-1,-8.724923432E-2,-6.015725806E-2,1.279938519E-1
3.002854583E-1,-8.725775778E-2,-6.959203631E-2,1.242009699E-1
3.102554583E-1,-1.038067564E-1,-8.188156039E-2,1.195311323E-1
3.202264584E-1,-1.167875305E-1,-9.699553251E-2,1.130937412E-1
3.301964584E-1,-1.170004383E-1,-1.329291910E-1,1.157333627E-1
3.401674584E-1,-9.497263283E-2,-1.588832885E-1,1.171738654E-1
3.501374584E-1,-7.834145427E-2,-1.539034545E-1,1.170409769E-1
3.601084584E-1,-6.015047058E-2,-1.491036266E-1,1.119687185E-1
3.700794585E-1,-5.235650763E-2,-1.478613466E-1,1.054435521E-1
3.800494582E-1,-6.899886578E-2,-1.532683671E-1,1.006117761E-1
3.900204583E-1,-8.605378866E-2,-2.138803899E-1,9.885793179E-2
3.999904583E-1,-1.124624982E-1,-3.084455132E-1,1.083574295E-1
4.099614583E-1,-1.440012604E-1,-3.853353560E-1,1.547697037E-1
4.199324583E-1,-1.431535780E-1,-4.284825623E-1,2.244664878E-1
4.299024583E-1,-1.518397331E-1,-4.215110838E-1,2.676053941E-1
4.398734584E-1,-1.494572610E-1,-3.968739212E-1,2.890851200E-1
4.498434584E-1,-1.523585171E-1,-4.081787765E-1,3.121675551E-1
4.598144584E-1,-1.220184490E-1,-4.403321743E-1,3.317612112E-1
4.697854584E-1,-7.386744767E-2,-4.561333656E-1,3.416815400E-1
4.797554584E-1,-3.259031847E-2,-4.451281130E-1,3.306392729E-1
4.897264584E-1,-2.692015842E-2,-3.868339658E-1,3.018381894E-1
4.996964585E-1,-4.178359639E-3,-3.063167632E-1,2.637400627E-1
5.096674582E-1,4.693725333E-2,-2.464931309E-1,2.311462611E-1
5.196384583E-1,8.324998617E-2,-2.123966813E-1,2.165460140E-1
5.296084583E-1,1.184519529E-1,-1.776970178E-1,2.274353206E-1
5.395794583E-1,1.301533431E-1,-1.639822721E-1,2.377907634E-1
5.495494583E-1,1.325182319E-1,-1.500244439E-1,2.372917086E-1
5.595204583E-1,1.248770952E-1,-1.136957332E-1,2.318745703E-1
5.694904584E-1,1.193329170E-1,-6.239232793E-2,2.206341624E-1
5.794614584E-1,1.229510903E-1,-2.493816614E-2,2.194972634E-1
5.894324584E-1,1.195915043E-1,1.638603583E-2,2.332192212E-1
5.994024584E-1,1.035568789E-1,1.899673231E-2,2.693452835E-1
6.093734584E-1,9.549789131E-2,-1.227110717E-2,3.208537102E-1
6.193434584E-1,8.474937826E-2,-3.490584344E-2,3.702950180E-1
6.293144582E-1,8.265304565E-2,-6.935373694E-2,3.767228127E-1
6.392854583E-1,7.181823999E-2,-1.163239032E-1,3.691634238E-1
6.492554583E-1,3.773456439E-2,-1.648084223E-1,3.710314035E-1
6.592264583E-1,1.775632799E-2,-2.083143592E-1,3.754778206E-1
6.691964583E-1,-3.872036003E-3,-2.206578404E-1,3.895029128E-1
6.791674583E-1,-8.411127143E-3,-2.547028959E-1,4.029803872E-1
6.891384583E-1,8.144138381E-3,-3.244309127E-1,4.191907644E-1
6.991084584E-1,6.998540461E-2,-4.196010828E-1,4.073170722E-1
7.090794584E-1,1.403374970E-1,-4.643752575E-1,3.508239686E-1
7.190494584E-1,1.736986488E-1,-4.871479571E-1,2.501367629E-1
7.290204584E-1,1.506080180E-1,-4.895588458E-1,1.798542440E-1
7.389914584E-1,1.950098425E-1,-3.974824548E-1,1.722871363E-1
7.489614584E-1,2.068324089E-1,-2.122185677E-1,2.117828876E-1
7.589324582E-1,2.035114467E-1,-1.704295911E-2,2.677074075E-1
7.689024583E-1,1.962992847E-1,1.576474011E-1,3.121480048E-1
7.788734583E-1,1.497419029E-1,3.077897727E-1,3.163930774E-1
7.888444583E-1,7.664193213E-2,3.787679672E-1,2.707292140E-1
7.988144583E-1,1.979063824E-2,4.119094014E-1,2.133112103E-1
8.087854583E-1,-2.408581786E-2,3.738093376E-1,1.923059821E-1
8.187554583E-1,-4.295511171E-2,2.860970795E-1,2.132381648E-1
8.287264584E-1,-6.381715834E-2,1.715467423E-1,2.585441768E-1
8.386974584E-1,-7.504796982E-2,5.040886253E-2,3.113954067E-1
8.486674584E-1,-8.012747020E-2,-1.025568619E-1,3.682484329E-1
8.586384584E-1,7.532340940E-3,-2.582029104E-1,4.392866492E-1
8.686084584E-1,8.188258857E-2,-3.685590923E-1,5.454028845E-1
8.785794585E-1,7.611471415E-2,-4.943074286E-1,6.086074114E-1
8.885504582E-1,-9.615102899E-4,-6.199717522E-1,5.919058919E-1
8.985204583E-1,-1.263117045E-1,-7.229964137E-1,5.381329656E-1
9.084914583E-1,-1.964663565E-1,-8.078813553E-1,4.632221162E-1
9.184614583E-1,-9.799730033E-2,-7.995475531E-1,3.921367526E-1
