"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.113745826E-2,-6.946060181E0,-3.646412659E1,-2.881576538E1
2.110845828E-2,-6.967742920E0,-3.637785339E1,-2.889703369E1
3.107845830E-2,-6.877563477E0,-3.636244965E1,-2.895547485E1
4.104945832E-2,-6.808547974E0,-3.641564941E1,-2.926449585E1
5.102045834E-2,-6.725265503E0,-3.662275696E1,-2.938034058E1
6.099045835E-2,-6.695922852E0,-3.657296753E1,-2.926492310E1
7.096145838E-2,-6.655868530E0,-3.681890488E1,-2.955581665E1
8.093145839E-2,-6.397659302E0,-3.661118698E1,-2.936407471E1
9.090245841E-2,-6.415405273E0,-3.658857346E1,-2.931460571E1
1.008734584E-1,-6.413253784E0,-3.659706879E1,-2.899990845E1
1.108434584E-1,-6.379058838E0,-3.675929642E1,-2.919271851E1
1.208144582E-1,-6.312118530E0,-3.687395477E1,-2.872183228E1
1.307844582E-1,-6.624420166E0,-3.675860977E1,-2.883187866E1
1.407554583E-1,-6.796691895E0,-3.666654205E1,-2.908810425E1
1.507264583E-1,-6.657104492E0,-3.672538376E1,-2.937457275E1
1.606964583E-1,-6.788406372E0,-3.660853195E1,-2.897985840E1
1.706674583E-1,-6.695190430E0,-3.663838959E1,-2.917019653E1
1.806374583E-1,-6.740570068E0,-3.666125488E1,-2.939178467E1
1.906084584E-1,-6.942733765E0,-3.631475830E1,-2.904617310E1
2.005794584E-1,-6.760681152E0,-3.656118774E1,-2.909332275E1
2.105494584E-1,-6.957229614E0,-3.660636902E1,-2.904241943E1
2.205204584E-1,-7.144683838E0,-3.649099731E1,-2.879547119E1
2.304904584E-1,-7.054611206E0,-3.651491547E1,-2.910571289E1
2.404614585E-1,-7.022186279E0,-3.646939087E1,-2.919982910E1
2.504314582E-1,-6.754013062E0,-3.663436508E1,-2.937115479E1
2.604024583E-1,-6.961914062E0,-3.646001816E1,-2.876303101E1
2.703734583E-1,-7.051055908E0,-3.638858795E1,-2.935473633E1
2.803434583E-1,-7.052200317E0,-3.621963501E1,-2.941912842E1
2.903144583E-1,-7.050537109E0,-3.621938324E1,-2.937823486E1
3.002854583E-1,-7.358627319E0,-3.628853989E1,-2.933172607E1
3.102554583E-1,-7.582565308E0,-3.622525024E1,-2.929577637E1
3.202264584E-1,-7.387084961E0,-3.617180634E1,-2.967300415E1
3.301964584E-1,-7.492492676E0,-3.616517639E1,-2.982977295E1
3.401674584E-1,-7.336898804E0,-3.628820038E1,-2.977709961E1
3.501374584E-1,-7.326919556E0,-3.612865829E1,-2.939404297E1
3.601084584E-1,-7.403030396E0,-3.606469345E1,-2.966323853E1
3.700794585E-1,-7.487075806E0,-3.603307343E1,-2.968371582E1
3.800494582E-1,-7.787597656E0,-3.600699997E1,-2.976983643E1
3.900204583E-1,-7.778244019E0,-3.589976501E1,-2.949594116E1
3.999904583E-1,-7.866241455E0,-3.596079636E1,-2.950433350E1
4.099614583E-1,-7.948715210E0,-3.580750656E1,-2.980999756E1
4.199324583E-1,-8.200485229E0,-3.575540543E1,-2.968475342E1
4.299024583E-1,-8.259689331E0,-3.579454803E1,-3.008935547E1
4.398734584E-1,-8.447448730E0,-3.567280579E1,-3.019418335E1
4.498434584E-1,-8.683929443E0,-3.580135345E1,-3.020971680E1
4.598144584E-1,-8.965576172E0,-3.538983536E1,-3.009768677E1
4.697854584E-1,-9.323379517E0,-3.547642899E1,-2.987008667E1
4.797554584E-1,-9.387954712E0,-3.567331696E1,-2.982363892E1
4.897264584E-1,-9.431442261E0,-3.531257248E1,-2.995654297E1
4.996964585E-1,-9.831344604E0,-3.561524200E1,-3.009912109E1
5.096674582E-1,-1.006980896E1,-3.532141113E1,-3.003955078E1
5.196384583E-1,-1.010891724E1,-3.562401199E1,-2.952114868E1
5.296084583E-1,-1.035601807E1,-3.562983704E1,-2.948352051E1
5.395794583E-1,-1.055155945E1,-3.551584244E1,-2.968292236E1
5.495494583E-1,-1.072259521E1,-3.583698654E1,-3.000662231E1
5.595204583E-1,-1.096907043E1,-3.574689865E1,-2.997573853E1
5.694904584E-1,-1.099841309E1,-3.595672989E1,-2.962475586E1
5.794614584E-1,-1.104992676E1,-3.576626587E1,-2.896829224E1
5.894324584E-1,-1.101225281E1,-3.560493851E1,-2.907806396E1
5.994024584E-1,-1.109890747E1,-3.550913620E1,-2.915835571E1
6.093734584E-1,-1.117973328E1,-3.536226273E1,-2.947946167E1
6.193434584E-1,-1.129820251E1,-3.542737579E1,-2.909298706E1
6.293144582E-1,-1.133728027E1,-3.545824051E1,-2.945385742E1
6.392854583E-1,-1.143984985E1,-3.544214630E1,-2.917758179E1
6.492554583E-1,-1.166711426E1,-3.550835800E1,-2.919827271E1
6.592264583E-1,-1.203463745E1,-3.544137955E1,-2.958618164E1
6.691964583E-1,-1.191233826E1,-3.548459244E1,-2.933215332E1
6.791674583E-1,-1.233976746E1,-3.560777664E1,-2.883642578E1
6.891384583E-1,-1.226307678E1,-3.536348343E1,-2.888287354E1
6.991084584E-1,-1.268986511E1,-3.550155640E1,-2.942773438E1
7.090794584E-1,-1.281213379E1,-3.550272369E1,-2.926370239E1
7.190494584E-1,-1.303022766E1,-3.536473846E1,-2.920977783E1
7.290204584E-1,-1.348187256E1,-3.532974625E1,-2.876214600E1
7.389914584E-1,-1.353842163E1,-3.547591782E1,-2.861553955E1
7.489614584E-1,-1.356410217E1,-3.538863754E1,-2.838305664E1
7.589324582E-1,-1.369499207E1,-3.540579987E1,-2.815200806E1
7.689024583E-1,-1.366954041E1,-3.555203629E1,-2.795193481E1
7.788734583E-1,-1.383366394E1,-3.578659821E1,-2.818914795E1
7.888444583E-1,-1.387028503E1,-3.557656860E1,-2.805093384E1
7.988144583E-1,-1.398437500E1,-3.550361633E1,-2.811456299E1
8.087854583E-1,-1.374276733E1,-3.555673218E1,-2.803396606E1
8.187554583E-1,-1.387918091E1,-3.526571274E1,-2.801217651E1
8.287264584E-1,-1.389820862E1,-3.540849686E1,-2.815753174E1
8.386974584E-1,-1.395401001E1,-3.554749680E1,-2.809249878E1
8.486674584E-1,-1.392929077E1,-3.528512192E1,-2.831173706E1
8.586384584E-1,-1.404263306E1,-3.531027603E1,-2.826654053E1
8.686084584E-1,-1.420719910E1,-3.546842575E1,-2.819747925E1
8.785794585E-1,-1.441607666E1,-3.517224503E1,-2.837438965E1
8.885504582E-1,-1.468595886E1,-3.511140823E1,-2.829864502E1
8.985204583E-1,-1.522650146E1,-3.503055191E1,-2.831161499E1
9.084914583E-1,-1.560263062E1,-3.495801163E1,-2.791101074E1
9.184614583E-1,-1.604553223E1,-3.487890244E1,-2.747354126E1
9.284324583E-1,-1.637825012E1,-3.477721024E1,-2.720800781E1
9.384034583E-1,-1.684510803E1,-3.473979950E1,-2.770986938E1
9.483734583E-1,-1.701774597E1,-3.482875824E1,-2.754425049E1
9.583444584E-1,-1.680418396E1,-3.497318268E1,-2.767962646E1
9.683144584E-1,-1.668849182E1,-3.510070801E1,-2.705798340E1
9.782854584E-1,-1.655604553E1,-3.519853592E1,-2.683383179E1
9.882554584E-1,-1.639314270E1,-3.533910751E1,-2.681820679E1
9.982264584E-1,-1.631925964E1,-3.561913681E1,-2.708471680E1
1.008197458E0,-1.623686218E1,-3.577656937E1,-2.671667480E1
1.018167458E0,-1.618290710E1,-3.584163666E1,-2.631854248E1
