"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.552089214E-2,5.238129865E1,4.860444602E0,-1.211522579E0,NaN,NaN,2.616644180E1,4.016491699E1
5.390739441E-1,5.238129865E1,4.860444602E0,2.184231758E0,NaN,NaN,2.616644180E1,2.411689949E1
1.192958832E0,5.238112397E1,4.860750055E0,1.955807114E1,0.000000000E0,NaN,3.535533906E0,3.000000000E0
1.773957372E0,5.238112397E1,4.860750055E0,1.955807114E1,0.000000000E0,NaN,3.535533906E0,3.000000000E0
2.773946047E0,5.238112405E1,4.860750139E0,1.954989243E1,0.000000000E0,NaN,4.170515163E0,6.000000000E0
3.773934960E0,5.238112409E1,4.860750139E0,1.954330063E1,0.000000000E0,NaN,4.365149435E0,6.000000000E0
4.773923159E0,5.238112413E1,4.860750223E0,1.953072739E1,0.000000000E0,NaN,4.339177293E0,6.000000000E0
5.773911715E0,5.238112418E1,4.860750390E0,1.951308823E1,0.000000000E0,NaN,4.254576655E0,6.000000000E0
6.774822474E0,5.238112426E1,4.860750474E0,1.950210190E1,0.000000000E0,NaN,3.990639015E0,4.000000000E0
7.774832845E0,5.238112430E1,4.860750642E0,1.949416733E1,0.000000000E0,NaN,3.762637999E0,4.000000000E0
8.774825096E0,5.238112694E1,4.860748965E0,1.917544174E1,1.899999976E-1,NaN,3.730620474E0,4.000000000E0
9.774831414E0,5.238113356E1,4.860754749E0,1.658120346E1,0.000000000E0,NaN,3.711741879E0,4.000000000E0
1.077483869E1,5.238114027E1,4.860763047E0,1.527749252E1,1.700000018E-1,3.318750000E2,3.877945406E0,4.000000000E0
1.177483165E1,5.238114421E1,4.860768579E0,1.464217758E1,0.000000000E0,6.433593750E1,4.163817351E0,6.000000000E0
1.277484393E1,5.238115012E1,4.860780062E0,1.458181381E1,0.000000000E0,6.433593750E1,4.060946431E0,6.000000000E0
1.377485716E1,5.238115012E1,4.860780062E0,1.458181388E1,0.000000000E0,NaN,4.408892609E0,6.000658730E0
1.477485001E1,5.238115301E1,4.860785427E0,1.458059318E1,0.000000000E0,NaN,4.390250382E0,6.000695005E0
1.577485478E1,5.238115439E1,4.860788193E0,1.456960685E1,0.000000000E0,NaN,4.411178488E0,6.000654273E0
1.677485323E1,5.238115510E1,4.860789618E0,1.456637198E1,0.000000000E0,NaN,4.371196391E0,6.000731922E0
1.777484035E1,5.238115548E1,4.860790456E0,1.456704337E1,0.000000000E0,NaN,4.368267468E0,6.000737583E0
1.877485073E1,5.238115217E1,4.860795233E0,1.453017814E1,0.000000000E0,NaN,4.398736266E0,4.020209438E0
1.977485561E1,5.238114873E1,4.860804537E0,1.347201163E1,3.199999928E-1,NaN,4.398496607E0,4.020311023E0
2.077484477E1,5.238114693E1,4.860810405E0,1.488631827E1,0.000000000E0,NaN,4.450691525E0,6.000576846E0
2.177483344E1,5.238114492E1,4.860816440E0,1.407687003E1,1.800000072E-1,NaN,4.437857017E0,4.003513292E0
2.277482319E1,5.238114484E1,4.860818870E0,1.376363761E1,1.800000072E-1,NaN,4.496778291E0,6.000485657E0
2.377481186E1,5.238114163E1,4.860810819E0,1.159975822E1,3.100000024E-1,2.756249964E2,4.456111581E0,6.000566170E0
2.477479994E1,5.238113805E1,4.860811997E0,1.034719474E1,3.000000119E-1,NaN,4.505145982E0,6.000468999E0
2.577478921E1,5.238113662E1,4.860815350E0,1.049911124E1,0.000000000E0,NaN,4.535562898E0,6.000408186E0
2.677477813E1,5.238113662E1,4.860819206E0,1.018362052E1,0.000000000E0,NaN,4.570852308E0,6.000337119E0
2.777476585E1,5.238114002E1,4.860824486E0,1.078597648E1,0.000000000E0,NaN,4.682587688E0,6.000108460E0
2.877475572E1,5.238114174E1,4.860830773E0,9.953273840E0,2.599999905E-1,NaN,4.680555921E0,6.000112668E0
2.977474427E1,5.238114199E1,4.860837562E0,1.034353263E1,0.000000000E0,NaN,4.718457655E0,6.000033882E0
3.077473342E1,5.238114023E1,4.860841418E0,1.028908927E1,0.000000000E0,NaN,4.730288087E0,6.000009160E0
3.177472222E1,5.238113729E1,4.860845106E0,1.024367911E1,0.000000000E0,NaN,4.653781013E0,6.000167942E0
3.277471101E1,5.238113507E1,4.860849800E0,1.081557853E1,0.000000000E0,NaN,4.611718708E0,6.000254133E0
3.377469957E1,5.238108651E1,4.860908206E0,4.741211478E-1,1.743396602E-1,NaN,5.576189521E0,2.097908397E0
3.477468789E1,5.238108741E1,4.860902027E0,4.376334278E-1,5.308235460E-1,NaN,5.502791048E0,1.983598988E0
3.577467704E1,5.238108246E1,4.860910156E0,3.845530460E-1,2.769390611E-1,NaN,5.389670551E0,2.185403483E0
3.677466571E1,5.238108563E1,4.860907856E0,3.910204107E-1,3.139894516E-1,NaN,5.777095096E0,1.798378139E0
