"Time (s)","Distance (cm)"
3.803041531E-3,5.000000000E0
2.995983325E-2,0.000000000E0
2.998195821E-2,5.000000000E0
8.300540834E-1,0.000000000E0
8.466828750E-1,5.000000000E0
1.796765750E0,0.000000000E0
9.147146625E0,5.000000000E0
9.447480333E0,0.000000000E0
1.056743725E1,5.000000000E0
1.093111683E1,0.000000000E0
4.528342788E1,5.000000000E0
