"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.341249242E-4,-2.401156769E0,-3.230881348E0,8.832832031E0
1.090412494E-2,-2.722089386E0,-3.412304077E0,8.813821564E0
2.087412495E-2,-2.783761139E0,-3.812272339E0,8.875193939E0
3.084512497E-2,-2.712509308E0,-3.797153778E0,8.968599701E0
4.081512499E-2,-2.638563080E0,-3.549568634E0,9.028924255E0
5.078512500E-2,-2.587369537E0,-3.425027618E0,9.106912079E0
6.075512501E-2,-2.577340393E0,-3.444337463E0,9.132508850E0
7.072612504E-2,-2.571801910E0,-3.448379059E0,9.131461029E0
8.069612505E-2,-2.535277863E0,-3.348237305E0,9.189390564E0
9.066612506E-2,-2.425855408E0,-3.236719208E0,9.307944031E0
1.006371249E-1,-2.316882019E0,-3.279829559E0,9.425599365E0
1.106071249E-1,-2.323917389E0,-3.402574310E0,9.501940613E0
1.205771249E-1,-2.360291748E0,-3.444786530E0,9.471254425E0
1.305481249E-1,-2.401456146E0,-3.277883606E0,9.359137573E0
1.405181249E-1,-2.498155060E0,-3.103945312E0,9.388925629E0
1.504881249E-1,-2.546504517E0,-3.105442200E0,9.608518982E0
1.604591249E-1,-2.307900696E0,-3.138523407E0,9.725874939E0
1.704291250E-1,-1.909728699E0,-3.124752045E0,9.544601898E0
1.803991250E-1,-1.683099976E0,-3.123554535E0,9.145082703E0
1.903691250E-1,-1.701811066E0,-3.074606323E0,8.791817322E0
2.003401250E-1,-1.935774536E0,-2.906206512E0,8.455317078E0
2.103101250E-1,-2.323618011E0,-2.714305573E0,8.242908783E0
2.202801250E-1,-2.788251801E0,-2.608924713E0,8.317902832E0
2.302511251E-1,-3.117866364E0,-2.609972534E0,8.630153503E0
2.402211251E-1,-3.051254883E0,-2.657423859E0,8.760083313E0
2.501911249E-1,-2.741848297E0,-2.789898376E0,8.675958252E0
2.601621249E-1,-2.425106964E0,-2.988235931E0,8.516090698E0
2.701321249E-1,-2.292931824E0,-3.035387878E0,8.418793030E0
2.801021249E-1,-2.417023773E0,-2.933000793E0,8.313262482E0
2.900731249E-1,-2.721340942E0,-2.803370361E0,8.342751160E0
3.000431249E-1,-2.950364685E0,-2.681374054E0,8.458310852E0
3.100131250E-1,-2.915636902E0,-2.499352570E0,8.497080231E0
3.199831250E-1,-2.746488647E0,-2.308349762E0,8.453969879E0
3.299541250E-1,-2.530038757E0,-2.169887695E0,8.329428864E0
3.399241250E-1,-2.392325134E0,-2.106419678E0,8.278534698E0
3.498941250E-1,-2.448608093E0,-2.149380341E0,8.384963379E0
3.598651250E-1,-2.736459503E0,-2.345322876E0,8.730594635E0
3.698351250E-1,-2.939437408E0,-2.486928406E0,9.231303406E0
3.798051251E-1,-2.797831879E0,-2.438578949E0,9.592053223E0
3.897761249E-1,-2.387385406E0,-2.354004822E0,9.588460693E0
3.997461249E-1,-2.027384033E0,-2.319726105E0,9.361382904E0
4.097161249E-1,-1.823208618E0,-2.232307892E0,9.125772858E0
4.196871249E-1,-1.878892822E0,-2.225721588E0,8.941506042E0
4.296571249E-1,-2.243534546E0,-2.409539337E0,8.917555847E0
4.396271249E-1,-2.766696625E0,-2.789449310E0,9.188941498E0
4.495981249E-1,-3.031945038E0,-3.084036713E0,9.631121979E0
4.595681250E-1,-2.899320831E0,-3.237168274E0,9.736802216E0
