"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.657124989E-3,-6.848898251E-3,-7.757472247E-2,-1.297623385E-2
1.962812501E-2,1.340769138E-2,-5.879547074E-2,-7.702289522E-2
2.959812502E-2,7.788422052E-3,-7.105027139E-2,-8.846516162E-2
3.956812504E-2,-8.373062126E-3,-1.098125651E-1,-7.204201072E-2
4.953912506E-2,-1.895673014E-2,-1.622256935E-1,-5.512214825E-2
5.950912507E-2,-3.470980749E-2,-2.179326713E-1,-4.989172891E-2
6.947912485E-2,-5.802125484E-2,-2.659297585E-1,-4.841953516E-2
7.945012487E-2,-7.207846642E-2,-3.172417283E-1,-4.029458761E-2
8.942012489E-2,-6.316087395E-2,-3.661493361E-1,-3.567639738E-2
9.939012490E-2,-4.473632202E-2,-3.965654969E-1,-3.911376745E-2
1.093601249E-1,-1.829672419E-2,-4.116368592E-1,-4.132605717E-2
1.193311249E-1,-2.299294248E-2,-4.260578752E-1,-3.740828112E-2
1.293011250E-1,-4.928020760E-2,-4.534266293E-1,-2.138244174E-2
1.392711250E-1,-5.238601193E-2,-4.633598030E-1,3.972862847E-3
1.492421250E-1,-1.366045326E-2,-4.559336007E-1,2.069831267E-2
1.592121250E-1,2.270338126E-2,-3.968930840E-1,1.600227132E-2
1.691821250E-1,2.515641786E-2,-2.509678304E-1,1.988080330E-4
1.791531250E-1,-2.434393391E-3,-7.373747975E-2,-1.276131626E-2
1.891231250E-1,-5.515592918E-2,5.686660111E-2,-2.963546896E-3
1.990931251E-1,-1.208273917E-1,1.243052855E-1,4.237857461E-2
2.090641249E-1,-1.746709198E-1,1.208740696E-1,9.677710384E-2
2.190341249E-1,-1.728938073E-1,7.303547859E-2,1.520947665E-1
2.290041249E-1,-1.298366189E-1,6.115301978E-3,1.992196739E-1
2.389741249E-1,-8.088471740E-2,-3.189887479E-2,2.150782198E-1
2.489451249E-1,-3.737878799E-2,-1.083439915E-3,1.951268762E-1
2.589151249E-1,-1.606843993E-2,4.371332750E-2,1.628687978E-1
2.688851249E-1,-3.322266042E-2,3.380450234E-2,1.320882589E-1
2.788561250E-1,-6.353053451E-2,-3.502303734E-2,1.325467974E-1
2.888261250E-1,-6.590660661E-2,-1.243795455E-1,1.691476852E-1
2.987961250E-1,-4.918166995E-2,-2.021467388E-1,2.222576439E-1
3.087671250E-1,-2.575490624E-2,-2.177046537E-1,2.672746778E-1
3.187371250E-1,-1.451170817E-2,-1.696128249E-1,2.842019200E-1
3.287071250E-1,-2.826640382E-2,-1.114656329E-1,2.699119151E-1
3.386781251E-1,-8.215028048E-2,-1.128106266E-1,2.324163318E-1
3.486481251E-1,-1.213733181E-1,-1.523958445E-1,1.904518455E-1
3.586181249E-1,-1.022723094E-1,-1.856124252E-1,1.821059287E-1
3.685881249E-1,-4.677256942E-2,-2.197938412E-1,2.021403611E-1
3.785591249E-1,3.351003630E-3,-2.359780222E-1,2.289392203E-1
3.885291249E-1,2.023491263E-2,-2.011244297E-1,2.351054996E-1
3.984991249E-1,-5.327156745E-3,-1.487680525E-1,2.269172668E-1
4.084701249E-1,-7.364603132E-2,-1.462449729E-1,2.220612615E-1
4.184401250E-1,-1.643735617E-1,-2.066748887E-1,2.368651181E-1
4.284101250E-1,-2.153443247E-1,-2.615669072E-1,2.598234415E-1
4.383811250E-1,-2.196107358E-1,-2.966895998E-1,3.077229261E-1
4.483511250E-1,-2.345982045E-1,-3.234937787E-1,3.556318879E-1
4.583211250E-1,-2.450683862E-1,-3.331560194E-1,3.944092989E-1
4.682921250E-1,-2.806186378E-1,-3.105007708E-1,4.239368439E-1
4.782621250E-1,-3.799004853E-1,-2.849274576E-1,4.299147427E-1
4.882321251E-1,-5.403867960E-1,-3.033687770E-1,4.207643867E-1
4.982021251E-1,-7.087487578E-1,-3.742083609E-1,3.950844705E-1
5.081731249E-1,-8.238934278E-1,-4.387444556E-1,3.576582670E-1
5.181431249E-1,-8.511494994E-1,-4.767972231E-1,3.420055509E-1
5.281131249E-1,-7.904850841E-1,-5.183297992E-1,3.593952060E-1
5.380841249E-1,-6.496116519E-1,-5.559921265E-1,4.141781032E-1
5.480541249E-1,-5.032200813E-1,-5.940169692E-1,4.908667803E-1
5.580241249E-1,-3.943071961E-1,-6.105668545E-1,5.588135123E-1
5.679951250E-1,-3.438802361E-1,-6.010002494E-1,5.647563338E-1
5.779651250E-1,-2.942644358E-1,-5.665717721E-1,4.812466204E-1
5.879351250E-1,-2.030575722E-1,-5.236762166E-1,3.570376039E-1
5.979061250E-1,-1.122855395E-1,-4.768505692E-1,2.847964466E-1
6.078761250E-1,-6.691699475E-2,-4.569279850E-1,2.783545256E-1
6.178461250E-1,-5.281300470E-2,-4.550524950E-1,2.991770208E-1
6.278161251E-1,-2.741523460E-2,-4.436299503E-1,3.028987944E-1
6.377871251E-1,-1.472653914E-2,-3.843558431E-1,2.827337682E-1
6.477570001E-1,-4.696807824E-3,-2.775851786E-1,2.449248731E-1
