"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.355812512E-2,-1.369504631E-1,-1.095113084E-1,2.387868473E-3
2.352812514E-2,-1.228767186E-1,-5.009778216E-2,2.268941142E-2
3.349812515E-2,-1.190586090E-1,-1.089582127E-2,1.584263518E-2
4.346912517E-2,-1.185523421E-1,-5.087467376E-3,2.399265766E-3
5.343912519E-2,-1.135720611E-1,-2.113698982E-2,4.845539574E-3
6.340912520E-2,-1.017364413E-1,-4.746100307E-2,5.801613908E-3
7.337912498E-2,-8.918025345E-2,-9.095908701E-2,1.749640517E-2
8.334912499E-2,-7.536403835E-2,-1.451802552E-1,3.014748730E-2
9.331912501E-2,-6.727930158E-2,-1.719608754E-1,3.303840011E-2
1.032891250E-1,-6.765001267E-2,-1.770272702E-1,3.475480899E-2
1.132591250E-1,-7.457241416E-2,-1.502287388E-1,4.766024649E-2
1.232291250E-1,-8.713587373E-2,-8.622340858E-2,5.564999580E-2
1.331991251E-1,-9.204059839E-2,-1.794018410E-2,5.242116749E-2
1.431691251E-1,-8.942004293E-2,1.559913345E-2,5.667610094E-2
1.531401251E-1,-9.337529540E-2,1.917969994E-2,6.000144407E-2
1.631101251E-1,-9.822464734E-2,6.247656420E-3,7.220884413E-2
1.730801251E-1,-1.005466878E-1,-3.057787940E-2,8.022907376E-2
1.830501251E-1,-9.349037707E-2,-9.465353191E-2,8.621265739E-2
1.930201252E-1,-7.892276347E-2,-1.719068289E-1,9.125500917E-2
2.029901252E-1,-6.031738594E-2,-2.445948869E-1,9.804260731E-2
2.129601252E-1,-4.421477020E-2,-3.062180877E-1,1.058015749E-1
2.229301252E-1,-4.173377156E-2,-3.281124830E-1,1.108506620E-1
2.329001252E-1,-4.194538668E-2,-3.040759265E-1,1.127454415E-1
2.428711250E-1,-4.484690353E-2,-2.508137822E-1,1.172467172E-1
2.528411250E-1,-5.583283305E-2,-1.903309375E-1,1.269779801E-1
2.628111250E-1,-8.096641302E-2,-1.378946304E-1,1.354910433E-1
2.727811250E-1,-1.018714607E-1,-1.051515564E-1,1.393131316E-1
2.827511251E-1,-1.223746017E-1,-6.120407209E-2,1.482387185E-1
2.927211251E-1,-1.408906877E-1,-1.038373169E-2,1.412887275E-1
3.026911251E-1,-1.369702518E-1,1.394897583E-3,1.264471859E-1
3.126611251E-1,-1.269077957E-1,-4.718945175E-2,1.354654729E-1
3.226311251E-1,-1.105352119E-1,-1.191304922E-1,1.796473116E-1
3.326011251E-1,-8.326404542E-2,-1.795115918E-1,2.310278565E-1
3.425711251E-1,-5.236897990E-2,-2.103504688E-1,2.734179497E-1
3.525421252E-1,-2.381108701E-2,-2.290998101E-1,3.048401773E-1
3.625121252E-1,4.695654847E-3,-2.423985749E-1,3.278999627E-1
3.724821252E-1,1.862079091E-2,-2.666352093E-1,3.518122137E-1
3.824521252E-1,1.107951812E-2,-3.141241670E-1,3.857137263E-1
3.924221252E-1,-1.951534674E-2,-3.931376338E-1,4.544203281E-1
4.023921250E-1,-3.133125976E-2,-5.002798438E-1,5.084121823E-1
4.123621250E-1,-3.599359095E-2,-6.369315386E-1,5.509588122E-1
4.223321250E-1,-3.837579116E-2,-8.037397265E-1,6.064042449E-1
4.323021250E-1,-3.990432620E-2,-9.563223124E-1,6.816495657E-1
4.422731251E-1,-4.467271641E-2,-1.090363026E0,7.616956234E-1
4.522431251E-1,-5.905417353E-2,-1.204092622E0,8.373292089E-1
4.622131251E-1,-8.994418383E-2,-1.299893975E0,9.037625790E-1
4.721831251E-1,-1.419171691E-1,-1.395254970E0,9.563944936E-1
4.821531251E-1,-2.161075026E-1,-1.513364315E0,1.002317190E0
4.921231251E-1,-2.971108258E-1,-1.639641404E0,1.057792664E0
5.020931251E-1,-3.608844578E-1,-1.788784027E0,1.115709424E0
5.120631251E-1,-3.937298357E-1,-1.984198570E0,1.172317624E0
5.220331252E-1,-4.120124280E-1,-2.194574594E0,1.230625391E0
5.320031252E-1,-4.408950806E-1,-2.394320011E0,1.276654243E0
5.419741252E-1,-4.886772633E-1,-2.561700583E0,1.307040930E0
5.519441250E-1,-5.583206415E-1,-2.689755917E0,1.325573921E0
5.619141250E-1,-6.213797927E-1,-2.791565895E0,1.341766715E0
5.718841250E-1,-6.867197752E-1,-2.902775049E0,1.362232447E0
5.818541250E-1,-7.551667094E-1,-3.040237427E0,1.387794256E0
5.918241250E-1,-8.099792600E-1,-3.198339224E0,1.386997819E0
6.017941250E-1,-8.407638073E-1,-3.396327496E0,1.362925768E0
6.117641251E-1,-8.533802629E-1,-3.626798391E0,1.354665160E0
