"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.504584406E-4,-2.658771057E0,-5.154830475E0,7.145840149E0
1.052145846E-2,-3.003504181E0,-5.138215027E0,7.478298798E0
2.049145848E-2,-2.990181885E0,-5.397176514E0,7.515122223E0
3.046245850E-2,-2.942131805E0,-5.490133209E0,7.908204803E0
4.043345852E-2,-2.818937988E0,-5.583538971E0,7.299869843E0
5.040445854E-2,-2.221530304E0,-5.268144836E0,6.829248505E0
6.037445855E-2,-1.485061798E0,-5.260810089E0,6.870562592E0
7.034545834E-2,-7.705975342E-1,-5.499264221E0,6.655759277E0
8.031645836E-2,-4.918771362E-1,-5.534740448E0,6.615343323E0
9.028645838E-2,-7.436535645E-1,-5.672304382E0,6.648873596E0
1.002574584E-1,-1.291663971E0,-5.848488007E0,6.801107025E0
1.102284584E-1,-1.858684845E0,-5.954168243E0,7.124584351E0
1.201994584E-1,-2.368225250E0,-5.868995361E0,7.369624786E0
1.301694585E-1,-2.931503906E0,-5.649252319E0,7.375762024E0
1.401404585E-1,-3.151396637E0,-5.562582550E0,7.207811279E0
1.501114585E-1,-2.861599274E0,-5.466781769E0,7.233707428E0
1.600814585E-1,-2.558928680E0,-5.511089630E0,7.201224976E0
1.700524585E-1,-2.349065094E0,-5.599106598E0,7.071295166E0
1.800234586E-1,-2.258952484E0,-5.448370056E0,6.950496368E0
1.899944583E-1,-2.072590027E0,-5.391188965E0,6.697223053E0
1.999644584E-1,-1.785786438E0,-5.629343719E0,6.486611023E0
2.099354584E-1,-1.633702698E0,-5.878425751E0,6.414011993E0
2.199064584E-1,-1.646276550E0,-6.151457977E0,6.444398804E0
2.298764584E-1,-1.760938110E0,-6.386020203E0,6.488407288E0
2.398474584E-1,-1.998045044E0,-6.348747711E0,6.618337097E0
2.498184585E-1,-2.406994629E0,-6.074368286E0,6.857839050E0
2.597894585E-1,-2.678679657E0,-5.960604858E0,7.005881195E0
2.697594585E-1,-2.536625061E0,-5.977819061E0,7.097191315E0
2.797304585E-1,-2.263742523E0,-5.933511200E0,7.249424744E0
2.897014585E-1,-2.131866760E0,-5.950426025E0,7.425458679E0
2.996714585E-1,-2.179018707E0,-5.979765015E0,7.536976776E0
3.096420418E-1,-2.274071045E0,-6.042933655E0,7.674989777E0
3.196130418E-1,-2.427052917E0,-6.045478363E0,7.688910828E0
3.295840418E-1,-2.708168335E0,-5.991291046E0,7.486980743E0
3.395540419E-1,-3.025658112E0,-5.851182404E0,7.263944550E0
3.495250419E-1,-3.553610229E0,-6.285579071E0,7.564220123E0
3.594960417E-1,-4.151916046E0,-6.998396759E0,7.934699707E0
3.694660417E-1,-4.128115540E0,-7.230563965E0,7.873926086E0
3.794370417E-1,-3.528761902E0,-7.164850616E0,7.959997101E0
3.894080417E-1,-2.809956665E0,-7.004384308E0,8.066425781E0
3.993780417E-1,-2.148781586E0,-6.819668427E0,8.162076874E0
4.093490418E-1,-1.654509430E0,-6.675218811E0,8.284821625E0
4.193200418E-1,-1.332229614E0,-6.539301453E0,8.365653534E0
4.292910418E-1,-1.090781708E0,-6.383924561E0,8.401279449E0
4.392610418E-1,-9.023236084E-1,-6.172414398E0,8.515491943E0
4.492320418E-1,-6.252497864E-1,-6.090384979E0,8.460406494E0
4.592030419E-1,-1.752854919E-1,-6.069578247E0,8.313412170E0
4.691730419E-1,3.224295044E-1,-5.926775208E0,7.993976440E0
4.791440417E-1,7.990383911E-1,-5.653593292E0,7.506889343E0
4.891150417E-1,1.176104279E0,-5.402265930E0,7.297474823E0
4.990860417E-1,1.658850403E0,-5.469176788E0,7.395520935E0
5.090560417E-1,2.277214508E0,-5.716911621E0,7.644303589E0
5.190270417E-1,2.879561920E0,-5.865851898E0,7.569159851E0
5.289980418E-1,3.363056488E0,-5.786666565E0,7.356003113E0
5.389680418E-1,3.677402802E0,-5.528902588E0,7.166347504E0
5.489390418E-1,3.974684601E0,-5.136718140E0,6.815477142E0
5.589100418E-1,4.207899628E0,-4.760999451E0,6.404880981E0
5.688810418E-1,4.332440643E0,-4.747677155E0,6.353238373E0
5.788510418E-1,4.637206879E0,-5.079686737E0,6.372548218E0
5.888220419E-1,5.061724091E0,-5.724396057E0,6.237079926E0
5.987930417E-1,5.442681885E0,-6.506669312E0,6.301296387E0
6.087630417E-1,5.715414734E0,-7.209906921E0,6.578669586E0
6.187340417E-1,5.612578583E0,-7.523953857E0,6.771318970E0
6.287050417E-1,5.144202576E0,-7.313042450E0,6.839127960E0
6.386750417E-1,4.517904968E0,-6.844816132E0,6.891968079E0
6.486460418E-1,3.961961060E0,-6.362070007E0,6.809040527E0
6.586170418E-1,3.685935059E0,-5.998027039E0,6.678961029E0
6.685880418E-1,3.842958527E0,-6.088738403E0,6.736890564E0
6.785580418E-1,4.339476013E0,-6.463708649E0,6.887477417E0
6.885290418E-1,5.001249847E0,-6.772067413E0,7.032974854E0
6.985000418E-1,5.558091888E0,-6.821464691E0,7.037615204E0
7.084700419E-1,5.919290771E0,-6.642586670E0,6.938371582E0
7.184410419E-1,6.026617584E0,-6.349945221E0,6.840924225E0
7.284120417E-1,5.868695984E0,-5.989195404E0,6.806645508E0
7.383830417E-1,5.395979004E0,-5.759572906E0,6.754404144E0
7.483530417E-1,4.778662720E0,-5.651347961E0,6.635251923E0
7.583240417E-1,4.264781342E0,-5.733976135E0,6.591991882E0
7.682950418E-1,3.959715729E0,-5.963748322E0,6.776857452E0
7.782650418E-1,3.880380707E0,-6.176905060E0,7.038962402E0
