"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.542004108E-2,5.238043348E1,4.860570814E0,1.250234544E-1,NaN,NaN,8.202342078E2,3.831615067E1
5.787600279E-1,5.238129865E1,4.860444602E0,2.768691421E0,NaN,NaN,2.616644180E1,2.372188377E1
3.281483054E0,5.238129865E1,4.860444602E0,2.372120380E0,NaN,NaN,2.616644180E1,2.011963654E1
3.673427343E0,5.238112623E1,4.860574035E0,5.884056091E-1,0.000000000E0,NaN,1.639942123E1,4.000000000E0
4.673416495E0,5.238112656E1,4.860574622E0,9.138450623E-1,0.000000000E0,NaN,1.086375083E1,4.000000000E0
5.673404932E0,5.238112870E1,4.860573616E0,1.337917328E0,2.000000030E-1,NaN,8.639174348E0,4.000000000E0
6.673393846E0,5.238114320E1,4.860571017E0,1.916713715E0,0.000000000E0,NaN,7.373357111E0,4.000000000E0
7.673382163E0,5.238115385E1,4.860561294E0,1.595485687E0,0.000000000E0,NaN,8.077701510E0,4.000000000E0
8.674508452E0,5.238115971E1,4.860553667E0,2.694423676E0,0.000000000E0,NaN,6.965645209E0,4.000000000E0
9.674520969E0,5.238116617E1,4.860547800E0,3.507045746E0,0.000000000E0,2.932031250E2,6.118582248E0,4.000000000E0
1.067450893E1,5.238116990E1,4.860542351E0,3.770229340E0,2.899999917E-1,3.097265625E2,6.071219339E0,4.000000000E0
1.167451394E1,5.238116977E1,4.860540088E0,4.858181000E0,2.099999934E-1,NaN,5.952373323E0,4.000000000E0
1.267452300E1,5.238116738E1,4.860540843E0,5.376186371E0,4.499999881E-1,2.745703125E2,5.705703138E0,4.000000000E0
1.367451310E1,5.238116252E1,4.860546961E0,5.323574066E0,0.000000000E0,1.399218750E2,5.884743117E0,4.000000000E0
1.467451870E1,5.238116252E1,4.860546961E0,5.323574133E0,0.000000000E0,NaN,5.884743117E0,4.000000000E0
1.567452753E1,5.238116252E1,4.860558864E0,5.490200110E0,2.700000107E-1,NaN,5.601260890E0,4.000000000E0
1.667451525E1,5.238116512E1,4.860566072E0,5.607509682E0,1.700000018E-1,NaN,6.027007064E0,4.000000000E0
1.767451429E1,5.238116961E1,4.860568084E0,6.617763588E0,1.599999964E-1,NaN,5.909786608E0,4.000000000E0
1.867452109E1,5.238117250E1,4.860568587E0,7.257717201E0,0.000000000E0,NaN,5.931394054E0,4.000000000E0
1.967450857E1,5.238117107E1,4.860566743E0,6.667751380E0,1.599999964E-1,NaN,5.761911392E0,4.000000000E0
2.067451346E1,5.238116743E1,4.860560037E0,6.371242592E0,2.599999905E-1,NaN,6.073843940E0,4.000000000E0
2.167452228E1,5.238117007E1,4.860554673E0,6.903957435E0,0.000000000E0,NaN,6.057435223E0,4.000000000E0
2.267451036E1,5.238117396E1,4.860550733E0,6.571682044E0,1.599999964E-1,NaN,5.842869573E0,4.000000000E0
2.367449272E1,5.238117602E1,4.860548554E0,7.474269935E0,1.599999964E-1,NaN,5.558430681E0,4.000000000E0
2.467447484E1,5.238116474E1,4.860551739E0,8.539516517E0,2.500000000E-1,NaN,5.230074150E0,4.000000000E0
2.567445803E1,5.238113791E1,4.860545831E0,8.760585989E0,1.320000052E0,1.863281233E2,4.910690268E0,4.000000000E0
2.667444110E1,5.238114676E1,4.860541178E0,1.010061271E1,3.100000024E-1,NaN,4.672291912E0,4.000230207E0
2.767442560E1,5.238114459E1,4.860531436E0,9.829067308E0,3.400000036E-1,2.186718725E2,4.784198508E0,3.306959580E0
2.867440927E1,5.238114664E1,4.860529779E0,9.555873938E0,0.000000000E0,NaN,4.766210116E0,3.332833354E0
2.967439330E1,5.238114593E1,4.860529946E0,9.541286536E0,0.000000000E0,NaN,4.776279399E0,3.318386979E0
3.067437768E1,5.238114727E1,4.860532377E0,9.112392492E0,0.000000000E0,NaN,4.773689951E0,3.322110969E0
3.167436242E1,5.238114660E1,4.860534891E0,9.401638098E0,0.000000000E0,NaN,4.717652003E0,3.401219871E0
3.267434788E1,5.238114609E1,4.860545453E0,8.453212804E0,0.000000000E0,NaN,4.570348549E0,4.000542719E0
3.367433298E1,5.238114446E1,4.860552996E0,7.967861242E0,0.000000000E0,NaN,4.626861509E0,4.000370332E0
3.467431843E1,5.238104717E1,4.860576640E0,4.040490082E-1,2.476804129E-1,NaN,6.372174816E0,1.362758612E0
3.567430389E1,5.238105202E1,4.860571896E0,3.913476365E-1,1.942375446E-1,NaN,7.234160246E0,1.392717888E0
3.667428982E1,5.238103858E1,4.860578970E0,4.156874036E-1,1.673508865E-1,NaN,8.630268675E0,1.399034956E0
3.767427588E1,5.238103899E1,4.860591611E0,4.006186994E-1,2.214884584E-1,NaN,9.609515467E0,1.428147067E0
3.867426276E1,5.238103701E1,4.860605815E0,3.828625707E-1,2.996820158E-1,NaN,9.760993572E0,1.379806737E0
3.967424858E1,5.238103682E1,4.860613532E0,4.295818284E-1,1.318504848E-1,NaN,8.418091055E0,1.426851930E0
4.067423582E1,5.238102590E1,4.860623799E0,4.480090337E-1,1.371457631E-1,NaN,7.975016976E0,1.401590796E0
4.167422271E1,5.238100806E1,4.860614040E0,4.907728182E-1,2.886703296E-1,NaN,8.031914885E0,1.429787988E0
4.267420876E1,5.238101714E1,4.860628802E0,5.230030930E-1,1.965685895E-1,NaN,7.945375304E0,1.429980229E0
4.367419624E1,5.238101378E1,4.860621325E0,5.180215351E-1,9.408409415E-2,NaN,7.992246152E0,1.404583956E0
