"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.638083469E-3,6.481632590E-2,1.418041736E-1,-6.611331552E-2
1.860808348E-2,6.956447661E-2,1.507418305E-1,-1.818177477E-2
2.857808350E-2,6.779054552E-2,1.348424852E-1,3.154077753E-2
3.854808351E-2,7.401089370E-2,7.227515429E-2,4.482483119E-2
4.851808352E-2,9.875911474E-2,-1.426319871E-2,1.754819974E-2
5.848808330E-2,1.088913754E-1,-1.066290215E-1,2.653189376E-2
6.845808332E-2,1.196968853E-1,-1.922914684E-1,4.960072786E-2
7.842808333E-2,1.275601387E-1,-2.644224763E-1,7.363459468E-2
8.839708334E-2,1.223430112E-1,-3.215504587E-1,9.213583916E-2
9.836708335E-2,1.110804975E-1,-3.318074942E-1,1.074344814E-1
1.083370834E-1,9.033473581E-2,-2.859819531E-1,9.477887303E-2
1.183070834E-1,7.231393456E-2,-1.884699166E-1,7.022068650E-2
1.282770834E-1,6.953785568E-2,-7.652367651E-2,3.480463848E-2
1.382470834E-1,6.918044388E-2,3.113945760E-2,1.056397520E-2
1.482170834E-1,6.487118453E-2,1.073239744E-1,-1.412778907E-2
1.581870834E-1,5.940584838E-2,1.653111130E-1,-4.109762236E-2
1.681570834E-1,4.540934041E-2,1.743549407E-1,-5.333937332E-2
1.781270835E-1,3.211510554E-2,1.451644450E-1,-5.463631079E-2
1.880970835E-1,2.758852951E-2,8.724334836E-2,-5.072545633E-2
1.980670835E-1,2.070000209E-2,1.144104823E-2,-2.699153312E-2
2.080370835E-1,1.966749318E-2,-7.602567971E-2,6.591460668E-3
2.180070835E-1,1.536089275E-2,-1.706136465E-1,2.861186303E-2
2.279760835E-1,7.273549563E-4,-2.686142623E-1,5.150599033E-2
2.379460833E-1,-1.745590940E-2,-3.524387479E-1,8.044014126E-2
2.479160833E-1,-3.719126806E-2,-4.286229908E-1,1.255407780E-1
2.578860833E-1,-7.170317322E-2,-5.018956065E-1,1.833196580E-1
2.678560833E-1,-1.153483838E-1,-5.794852376E-1,2.554431260E-1
2.778260834E-1,-1.609939039E-1,-6.638363004E-1,3.304181993E-1
2.877960834E-1,-2.173349410E-1,-7.516098619E-1,3.948363364E-1
2.977660834E-1,-2.747638524E-1,-8.478170037E-1,4.566322267E-1
3.077360834E-1,-3.319357932E-1,-9.616045356E-1,5.135966539E-1
3.177060834E-1,-3.876906931E-1,-1.055340648E0,5.720143318E-1
3.276760834E-1,-4.237062037E-1,-1.143268108E0,6.322156191E-1
3.376460834E-1,-4.460083246E-1,-1.247877240E0,6.791355014E-1
3.476160835E-1,-4.757971168E-1,-1.392493486E0,7.339820266E-1
3.575860835E-1,-5.199797750E-1,-1.596230030E0,7.955611348E-1
3.675550835E-1,-5.730493665E-1,-1.860908031E0,8.667303920E-1
3.775250835E-1,-6.273964643E-1,-2.151236057E0,9.452809691E-1
3.874950835E-1,-6.589235067E-1,-2.431210518E0,1.028438926E0
3.974650835E-1,-6.518706679E-1,-2.676613331E0,1.107731700E0
4.074350833E-1,-5.941559672E-1,-2.893915176E0,1.161872149E0
4.174050833E-1,-5.278635025E-1,-3.095337152E0,1.193830371E0
4.273750833E-1,-4.804249108E-1,-3.250885248E0,1.204489946E0
4.373450833E-1,-4.444994032E-1,-3.314997435E0,1.183722973E0
4.473150834E-1,-4.180941582E-1,-3.282381535E0,1.162783384E0
4.572850834E-1,-4.029974639E-1,-3.162910938E0,1.169733524E0
4.672550834E-1,-3.943211436E-1,-2.998068094E0,1.238534927E0
4.772250834E-1,-3.831313550E-1,-2.832024574E0,1.341023564E0
4.871950834E-1,-3.520160615E-1,-2.649267673E0,1.434272051E0
4.971640834E-1,-3.373369575E-1,-2.450316429E0,1.502750516E0
5.071340834E-1,-3.516224325E-1,-2.260494947E0,1.512211323E0
5.171040834E-1,-3.871543407E-1,-2.073410511E0,1.452754498E0
5.270740835E-1,-4.363671541E-1,-1.863519907E0,1.339042544E0
5.370440835E-1,-4.752847254E-1,-1.632862091E0,1.213496923E0
5.470140835E-1,-4.908197522E-1,-1.405096292E0,1.107425928E0
5.569840835E-1,-4.608895183E-1,-1.202692389E0,1.056120992E0
5.669540835E-1,-3.752374649E-1,-1.031575203E0,1.049303055E0
5.769240835E-1,-2.775862813E-1,-9.342833161E-1,1.057132840E0
5.868940833E-1,-2.018081695E-1,-9.321684837E-1,1.053130984E0
5.968640833E-1,-1.409762502E-1,-1.017821074E0,1.037168503E0
6.068340833E-1,-1.058222651E-1,-1.155043364E0,1.006333947E0
6.168040833E-1,-8.807574213E-2,-1.284175634E0,9.802988172E-1
6.267730833E-1,-8.344876766E-2,-1.392518878E0,9.536815882E-1
6.367430834E-1,-8.822356164E-2,-1.510758519E0,9.308708906E-1
6.467130834E-1,-5.337369815E-2,-1.666050911E0,9.405379295E-1
6.566830834E-1,6.141027436E-3,-1.821206450E0,9.908211827E-1
6.666530834E-1,3.969872370E-2,-1.980093241E0,1.053977251E0
6.766230834E-1,2.498102561E-2,-2.067234516E0,1.076887369E0
6.865930834E-1,1.253261324E-2,-2.055951118E0,1.052249432E0
6.965630834E-1,3.293043002E-3,-1.994365454E0,1.006405711E0
7.065330835E-1,-1.734618843E-2,-1.912880659E0,9.714706540E-1
7.165030835E-1,-3.285829723E-2,-1.810952067E0,9.419618249E-1
7.264730835E-1,-2.436947078E-2,-1.677252293E0,8.925346732E-1
7.364430835E-1,-8.010360762E-5,-1.495297432E0,8.323572874E-1
7.464130835E-1,5.378685519E-2,-1.287908316E0,7.579123378E-1
7.563830833E-1,1.023386642E-1,-1.083644509E0,6.664733291E-1
7.663520833E-1,1.369304657E-1,-9.123464823E-1,5.470708013E-1
7.763220833E-1,1.570389420E-1,-7.756482363E-1,4.178992808E-1
7.862920833E-1,1.639077663E-1,-6.221122146E-1,2.996179163E-1
7.962620833E-1,1.791495681E-1,-4.701914787E-1,1.849843562E-1
8.062320834E-1,2.103687376E-1,-3.706499636E-1,8.843304962E-2
8.162020834E-1,2.573519349E-1,-3.362050951E-1,-2.547717188E-3
8.261720834E-1,2.893112004E-1,-3.575721681E-1,-8.514060080E-2
8.361420834E-1,3.093291223E-1,-4.168918729E-1,-1.650112271E-1
8.461120834E-1,3.239631951E-1,-4.868094325E-1,-2.452040613E-1
8.560820834E-1,3.441582322E-1,-5.616556406E-1,-3.020457923E-1
8.660520834E-1,3.649849296E-1,-6.302006245E-1,-3.384016752E-1
8.760220835E-1,3.718140721E-1,-6.877152920E-1,-3.481559753E-1
8.859920835E-1,3.903579414E-1,-7.403492332E-1,-3.527025282E-1
8.959610835E-1,4.069893956E-1,-7.871271372E-1,-3.569206893E-1
