"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.697124939E-3,2.394840270E-1,-7.224702835E-2,-6.342764944E-2
1.466712495E-2,2.060152739E-1,-8.160512894E-2,-5.167921260E-2
2.463712497E-2,1.877076328E-1,-1.319031864E-1,-2.504227497E-2
3.460712498E-2,1.698222160E-1,-1.711552441E-1,-1.881409623E-2
4.457712499E-2,1.563040167E-1,-1.910064518E-1,-5.118162185E-2
5.454812502E-2,1.638585478E-1,-1.750163883E-1,-6.719329953E-2
6.451812503E-2,1.820679009E-1,-1.417577565E-1,-5.885787308E-2
7.448812493E-2,1.851529032E-1,-1.177092269E-1,-1.628489699E-4
8.445812494E-2,1.727452278E-1,-9.470963478E-2,6.799356639E-2
9.442812495E-2,1.674078554E-1,-1.052590534E-1,1.127318144E-1
1.043981250E-1,1.401828825E-1,-9.362956136E-2,1.254510731E-1
1.143681250E-1,1.119501665E-1,-7.000635564E-2,8.638428897E-2
1.243381250E-1,1.067982838E-1,-1.092714667E-1,2.855214849E-2
1.343081250E-1,9.098327905E-2,-1.919071227E-1,-1.628796197E-2
1.442781250E-1,7.070144266E-2,-2.552288473E-1,-6.056434661E-2
1.542481249E-1,6.841240823E-2,-2.662506104E-1,-7.673902065E-2
1.642181249E-1,7.852976024E-2,-2.406823933E-1,-5.108133331E-2
1.741881249E-1,8.342225105E-2,-1.927998066E-1,-6.097516976E-3
1.841581250E-1,8.717011660E-2,-1.450890154E-1,3.782333434E-2
1.941281250E-1,9.945849329E-2,-1.283173859E-1,6.789316237E-2
2.040981250E-1,9.906593710E-2,-1.460551023E-1,9.104268998E-2
2.140681250E-1,8.750732243E-2,-1.502257288E-1,9.065419436E-2
2.240381250E-1,7.822673768E-2,-1.386212707E-1,8.617263287E-2
2.340081250E-1,7.229000330E-2,-1.302960515E-1,8.621302992E-2
2.439791249E-1,5.505988374E-2,-1.351014525E-1,7.639449090E-2
2.539491249E-1,3.453904390E-2,-1.169401184E-1,7.098817825E-2
2.639191250E-1,4.350643978E-2,-1.098675579E-1,6.491004676E-2
2.738891250E-1,4.761633649E-2,-1.298204809E-1,6.468272209E-2
2.838591250E-1,3.781963140E-2,-1.414355934E-1,4.990271479E-2
2.938291250E-1,4.639275372E-2,-1.465212703E-1,3.876332194E-2
3.037991250E-1,3.667328134E-2,-1.498046815E-1,3.532437980E-2
3.137691250E-1,1.604789868E-2,-1.548212767E-1,4.557834938E-2
3.237391249E-1,-1.337218331E-3,-1.476645619E-1,4.386806861E-2
3.337091249E-1,-1.026717015E-2,-1.058598533E-1,1.935285516E-2
3.436791250E-1,1.448291726E-2,-7.184942253E-3,-2.213786170E-2
3.536491250E-1,5.484851822E-2,9.791413695E-2,-3.912195191E-2
3.636191250E-1,8.108519018E-2,1.869585216E-1,-4.097843915E-2
3.735891250E-1,8.140570670E-2,2.455554307E-1,-4.520337284E-2
3.835591250E-1,7.484740019E-2,2.822050452E-1,-4.918026924E-2
3.935291250E-1,7.035731524E-2,3.194677532E-1,-6.685567647E-2
4.034991249E-1,6.907340139E-2,3.562830091E-1,-9.572514147E-2
4.134691249E-1,7.726240903E-2,3.930732608E-1,-1.454877555E-1
4.234391249E-1,9.792587906E-2,4.290938377E-1,-1.972779930E-1
4.334101250E-1,1.321173459E-1,4.347380400E-1,-2.456507981E-1
4.433801250E-1,1.529613733E-1,4.103821218E-1,-2.810444534E-1
4.533501250E-1,1.589670926E-1,3.897795379E-1,-3.142979741E-1
4.633201250E-1,1.605753750E-1,3.712868094E-1,-3.611744046E-1
4.732901250E-1,1.584958285E-1,3.429177701E-1,-3.938224912E-1
4.832601249E-1,1.446881294E-1,3.160136938E-1,-4.000202119E-1
4.932301249E-1,1.380075067E-1,2.540199459E-1,-3.980825543E-1
5.032001249E-1,1.548408121E-1,1.594052762E-1,-4.084760547E-1
5.131701250E-1,1.902140677E-1,4.525465146E-2,-4.298606515E-1
5.231401250E-1,2.074002475E-1,-8.082631230E-2,-4.558752179E-1
5.331101250E-1,2.070390284E-1,-2.228523195E-1,-4.720112383E-1
5.430801250E-1,1.883817166E-1,-3.466427326E-1,-4.739505649E-1
5.530501250E-1,1.751873195E-1,-4.852604270E-1,-4.654696286E-1
5.630201250E-1,1.415603906E-1,-6.338589191E-1,-4.457710087E-1
5.729901249E-1,1.194032952E-1,-8.322134614E-1,-4.337140322E-1
5.829601249E-1,1.104502752E-1,-1.043346524E0,-4.432822466E-1
5.929301250E-1,8.203677088E-2,-1.240190744E0,-5.057345629E-1
6.029001250E-1,1.447130553E-2,-1.365780950E0,-6.114855409E-1
6.128701250E-1,3.326478302E-1,-1.810943246E0,-8.881225586E-1
6.228411250E-1,5.163840652E-1,-2.145250082E0,-1.021928787E0
6.328111250E-1,4.201881289E-1,-2.272976637E0,-9.938151240E-1
6.427811250E-1,8.282767236E-2,-2.230396509E0,-6.005655527E-1
6.527511249E-1,-1.865609139E-1,-2.152218103E0,-7.970968634E-2
6.627211249E-1,-3.012536466E-1,-2.008659124E0,2.249687165E-1
6.726911250E-1,-3.143101633E-1,-1.768419862E0,2.882644832E-1
6.826611250E-1,-2.753744721E-1,-1.440008998E0,2.256985754E-1
6.926311250E-1,-2.012203038E-1,-1.078196764E0,9.466478974E-2
7.026006667E-1,-1.015890390E-1,-7.623527050E-1,-3.550188616E-3
7.125706667E-1,-3.042559512E-2,-5.085204840E-1,-4.294991866E-2
7.225406667E-1,-9.437222965E-3,-3.312197328E-1,-3.339849040E-2
7.325106666E-1,-6.965470966E-3,-2.166392505E-1,1.423832215E-2
7.424806666E-1,2.026958624E-3,-1.743764877E-1,5.839912593E-2
7.524506666E-1,1.460989378E-2,-2.524895072E-1,7.973500341E-2
7.624206666E-1,2.861386165E-2,-4.397821724E-1,8.614630252E-2
7.723906667E-1,1.597421616E-2,-6.771782637E-1,9.502022713E-2
7.823606667E-1,-3.936014697E-2,-9.081377387E-1,1.232763678E-1
7.923306667E-1,-1.314510405E-1,-1.094713807E0,1.715798974E-1
8.023016667E-1,-2.024440020E-1,-1.223549247E0,2.283443660E-1
8.122716666E-1,-2.124463916E-1,-1.318287969E0,2.901114225E-1
8.222416666E-1,-1.873535514E-1,-1.412168980E0,3.275802135E-1
8.322116666E-1,-1.560674012E-1,-1.513061047E0,3.405160904E-1
8.421816666E-1,-1.409856528E-1,-1.600770473E0,3.424854875E-1
8.521516667E-1,-1.415322572E-1,-1.646347046E0,3.833496273E-1
8.621216667E-1,-1.605291218E-1,-1.629469872E0,4.554158449E-1
8.720916667E-1,-1.810993850E-1,-1.564090014E0,5.579686761E-1
8.820616667E-1,-1.798703372E-1,-1.486099362E0,6.473296881E-1
8.920316666E-1,-1.381016225E-1,-1.396720171E0,7.227696776E-1
9.020016666E-1,-7.741963118E-2,-1.254962206E0,7.920758128E-1
9.119716666E-1,-1.357769221E-2,-1.092403054E0,8.373005986E-1
9.219416666E-1,3.829322755E-2,-9.331952929E-1,8.396292329E-1
9.319116666E-1,6.217416748E-2,-7.953780890E-1,8.614643812E-1
9.418816667E-1,5.052550137E-2,-6.964682937E-1,9.072041512E-1
9.518516667E-1,9.326274507E-3,-6.274302006E-1,9.260997176E-1
9.618216667E-1,-4.378008842E-2,-5.750799179E-1,9.206128120E-1
9.717916667E-1,-7.968784124E-2,-5.526248217E-1,9.167039990E-1
9.817626666E-1,-1.023087353E-1,-5.601181388E-1,9.090210795E-1
9.917326666E-1,-1.207162067E-1,-5.944572687E-1,8.824524879E-1
1.001702667E0,-1.450343281E-1,-6.502134800E-1,8.589865565E-1
1.011672667E0,-1.702471673E-1,-7.091711164E-1,8.387990594E-1
1.021642667E0,-1.850615293E-1,-7.760750055E-1,8.260057569E-1
1.031612667E0,-1.873676777E-1,-8.737974167E-1,8.126938343E-1
1.041582667E0,-1.837441772E-1,-9.926676154E-1,8.241901398E-1
1.051552667E0,-1.855106205E-1,-1.098190904E0,8.397595882E-1
1.061522667E0,-2.037993520E-1,-1.155249953E0,8.275268674E-1
1.071492667E0,-2.239269912E-1,-1.153027534E0,8.147746921E-1
1.081462667E0,-2.500286400E-1,-1.099759340E0,7.890546918E-1
1.091432667E0,-2.653417587E-1,-9.986773133E-1,7.705929875E-1
1.101402667E0,-2.662003636E-1,-8.572450876E-1,6.932294965E-1
1.111372667E0,-2.442033142E-1,-7.174267173E-1,6.363312006E-1
1.121342667E0,-2.230676711E-1,-6.015107632E-1,5.869498253E-1
1.131312667E0,-2.313531488E-1,-5.155804157E-1,5.610191226E-1
1.141282667E0,-2.670453787E-1,-4.638370872E-1,5.785621405E-1
1.151252667E0,-3.063350916E-1,-4.293831289E-1,6.080570221E-1
1.161223667E0,-3.342165351E-1,-4.109021425E-1,6.246879697E-1
1.171193667E0,-3.227206767E-1,-4.095948040E-1,6.091955304E-1
1.181163667E0,-2.756959200E-1,-4.572419524E-1,6.035102010E-1
1.191133667E0,-2.491848320E-1,-5.528122187E-1,6.242477298E-1
1.201103667E0,-2.656074762E-1,-6.727412343E-1,6.404083371E-1
1.211073667E0,-3.057421744E-1,-8.115022182E-1,6.530397534E-1
1.221043667E0,-3.436280489E-1,-9.459289908E-1,6.807467341E-1
1.231013667E0,-3.917278945E-1,-1.056926727E0,7.139778137E-1
1.240983667E0,-4.239092767E-1,-1.163322091E0,7.305583954E-1
1.250953667E0,-4.386970699E-1,-1.239416957E0,7.632354498E-1
1.260923667E0,-4.468466043E-1,-1.267247558E0,7.961305380E-1
1.270893667E0,-4.563546777E-1,-1.235850215E0,8.424516916E-1
1.280863667E0,-4.718273878E-1,-1.172490478E0,9.226059318E-1
1.290833667E0,-4.836387634E-1,-1.076684833E0,1.029502034E0
1.300803667E0,-5.164704323E-1,-9.439319968E-1,1.137220263E0
1.310773667E0,-5.508500934E-1,-8.006702065E-1,1.239091158E0
1.320743667E0,-5.732288957E-1,-6.413745284E-1,1.310003161E0
1.330713667E0,-5.682200789E-1,-4.734951258E-1,1.432344437E0
1.340683667E0,-5.341926217E-1,-2.941373587E-1,1.567394972E0
1.350654667E0,-4.724041224E-1,-1.078075990E-1,1.686384916E0
1.360624667E0,-3.719273210E-1,9.249380976E-2,1.786378264E0
1.370594667E0,-2.516276240E-1,3.026275933E-1,1.876202106E0
1.380564667E0,-1.164269298E-1,5.102037191E-1,1.978917599E0
1.390534667E0,1.409910154E-2,7.574298978E-1,2.053876400E0
1.400504667E0,1.524223685E-1,9.818006754E-1,2.057508469E0
1.410474667E0,2.923229039E-1,1.084170938E0,2.034024715E0
1.420444667E0,3.538909256E-1,1.065655828E0,2.005598545E0
1.430414667E0,3.264605999E-1,9.917219281E-1,1.976554036E0
1.440384667E0,2.518308461E-1,8.972143531E-1,1.890494347E0
1.450354667E0,1.689475775E-1,7.537685633E-1,1.744362235E0
1.460324667E0,1.021267250E-1,5.716341734E-1,1.540636778E0
1.470294667E0,4.968541488E-2,3.711343110E-1,1.292178631E0
1.480264667E0,1.436630730E-2,1.259282976E-1,1.064504504E0
1.490234667E0,-2.748136222E-2,-1.204350591E-1,8.411391973E-1
1.500204667E0,-1.093796939E-1,-3.339465559E-1,6.378982067E-1
1.510174667E0,-2.301277071E-1,-4.767901599E-1,4.252711236E-1
1.520144667E0,-3.291315436E-1,-5.446301699E-1,1.975804418E-1
1.530114667E0,-3.326299191E-1,-5.415813923E-1,1.661452092E-2
1.540084667E0,-2.544597387E-1,-4.290607274E-1,-1.211100593E-1
1.550055667E0,-1.057042107E-1,-2.256533504E-1,-2.094325572E-1
1.560025667E0,7.064978033E-2,2.162888274E-2,-2.462382466E-1
1.569995667E0,2.288615704E-1,2.649157345E-1,-2.479863763E-1
1.579965667E0,3.392304182E-1,4.253509343E-1,-2.412674874E-1
1.589935667E0,3.975717127E-1,4.874119163E-1,-2.153092623E-1
1.599905667E0,4.108433127E-1,5.361205935E-1,-1.892563552E-1
1.609875667E0,4.041754901E-1,6.259772778E-1,-1.911302954E-1
1.619845667E0,4.240538478E-1,7.312674522E-1,-2.596901655E-1
1.629815667E0,4.894627929E-1,7.504504919E-1,-3.449114859E-1
1.639785667E0,5.516792536E-1,6.703913212E-1,-3.831949532E-1
1.649755667E0,5.425240993E-1,5.279467106E-1,-3.846967816E-1
1.659725667E0,4.604038894E-1,3.605303168E-1,-3.602620065E-1
1.669695667E0,3.572107255E-1,2.070795000E-1,-3.194216490E-1
1.679665667E0,2.893930376E-1,1.054420993E-1,-2.912227809E-1
1.689635667E0,2.739073932E-1,5.062607676E-2,-2.748531699E-1
1.699605417E0,2.894165814E-1,3.806048632E-2,-2.533614635E-1
1.709575417E0,3.200327158E-1,7.759119570E-2,-2.133222073E-1
1.719545417E0,3.549773693E-1,1.631766707E-1,-1.394937783E-1
1.729515417E0,4.092469215E-1,2.343662679E-1,-2.862312645E-2
1.739485417E0,4.546207786E-1,2.355574965E-1,9.496831894E-2
1.749456417E0,4.588667750E-1,1.955729872E-1,2.022990733E-1
1.759426417E0,4.185467660E-1,1.925063580E-1,2.467019409E-1
1.769396417E0,3.811033666E-1,1.848333180E-1,2.348202616E-1
1.779366417E0,3.738721013E-1,1.402426809E-1,1.993911564E-1
1.789336417E0,3.572612405E-1,7.485108078E-2,1.517730653E-1
1.799306417E0,3.034760654E-1,2.626995742E-2,7.039299607E-2
1.809276417E0,2.149142474E-1,1.425440144E-2,-4.318435490E-2
1.819246417E0,1.105992943E-1,-2.665726002E-3,-1.752981842E-1
1.829216417E0,-3.700027708E-3,-2.950514667E-2,-3.032457232E-1
