"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.288291749E-3,9.557005012E-1,-7.871366760E-1,5.065735281E-2
1.825829176E-2,5.733598405E-1,-1.475243738E-1,-2.713581687E-1
2.822829178E-2,3.531765032E-1,2.488092586E-1,-5.171330148E-1
3.819929156E-2,5.556723055E-1,1.965281340E-1,-7.002958757E-1
4.816929158E-2,1.022378640E0,-1.139499539E-1,-6.607739604E-1
5.813929159E-2,1.459761188E0,-4.447477010E-1,-5.021729136E-1
6.810929161E-2,1.768887108E0,-9.422384566E-1,-3.486484194E-1
7.807929162E-2,1.982104072E0,-1.168210830E0,-2.454988575E-1
8.804929163E-2,2.108875216E0,-8.855941397E-1,-1.532069904E-1
9.802029165E-2,1.892232075E0,-4.769445169E-1,3.259296477E-2
1.079902917E-1,1.347614516E0,-3.556247324E-1,2.145887214E-1
1.179602917E-1,9.830698559E-1,-2.949888137E-1,2.835788494E-1
1.279302917E-1,8.975037485E-1,-3.003723451E-1,3.551341510E-1
1.379002917E-1,8.612799552E-1,-1.314518398E-1,3.368756354E-1
1.478702917E-1,8.220965937E-1,1.656779319E-1,1.920184690E-1
1.578412917E-1,8.129334220E-1,3.822108525E-1,2.355609298E-2
1.678112918E-1,7.622061950E-1,4.130145693E-1,-1.698931897E-1
1.777812918E-1,7.296895364E-1,3.807841319E-1,-3.959336829E-1
1.877512918E-1,6.633885428E-1,3.416019398E-1,-4.761943191E-1
1.977212916E-1,6.953602409E-1,3.340081608E-1,-4.684964597E-1
2.076922916E-1,7.482401204E-1,3.878598475E-1,-4.577785134E-1
2.176622916E-1,7.677899936E-1,5.193140262E-1,-4.117819762E-1
2.276322916E-1,8.390614128E-1,7.112751925E-1,-3.658105820E-1
2.376022916E-1,8.783567485E-1,9.407240278E-1,-3.990274447E-1
2.475722916E-1,9.548620105E-1,1.043801669E0,-4.709610611E-1
2.575432917E-1,1.104977870E0,9.478880364E-1,-5.789737523E-1
2.675132917E-1,1.174648030E0,7.776118541E-1,-7.491546249E-1
2.774832917E-1,1.131143868E0,6.666036344E-1,-8.675326753E-1
2.874532917E-1,1.016640475E0,6.725777346E-1,-9.306592155E-1
2.974232917E-1,7.744394472E-1,6.906023616E-1,-1.002017466E0
3.073932917E-1,5.060972723E-1,7.645819187E-1,-1.086084639E0
3.173642918E-1,2.861834916E-1,8.419277179E-1,-1.186718144E0
3.273342918E-1,8.686301976E-2,9.837443322E-1,-1.275325681E0
3.373042918E-1,-1.109094018E-1,1.157236483E0,-1.353156214E0
3.472742916E-1,-2.723589197E-1,1.310365121E0,-1.449729998E0
3.572442916E-1,-3.002980855E-1,1.445085554E0,-1.517927243E0
3.672152916E-1,-1.734412801E-1,1.504906079E0,-1.554171209E0
3.771852916E-1,-8.574269325E-2,1.473777257E0,-1.667894876E0
3.871552916E-1,-3.843287140E-2,1.398172174E0,-1.794668943E0
3.971252916E-1,-1.710515231E-2,1.184653493E0,-1.812236318E0
4.070952917E-1,2.891594321E-2,8.913448763E-1,-1.736862200E0
4.170662917E-1,8.172214776E-2,5.621437114E-1,-1.543367309E0
4.270362917E-1,1.117935008E-1,2.671370637E-1,-1.344319317E0
4.370062917E-1,2.068122169E-1,1.805678666E-2,-1.197071224E0
4.469763751E-1,3.441133189E-1,-1.744575262E-1,-1.058989227E0
4.569463751E-1,3.667905754E-1,-3.103351235E-1,-9.012342721E-1
4.669173751E-1,2.093037155E-1,-3.786902440E-1,-8.161397427E-1
4.768873751E-1,-6.452987194E-3,-3.799661064E-1,-8.112719357E-1
4.868573749E-1,-2.177620053E-1,-4.309900796E-1,-6.676491165E-1
4.968273749E-1,-3.239541659E-1,-7.653204221E-1,-3.989561087E-1
5.067973749E-1,-3.617248401E-1,-1.262365327E0,-1.458219570E-1
5.167673749E-1,-3.461510736E-1,-1.635835762E0,1.127308095E-1
5.267383750E-1,-2.720762068E-1,-1.793175564E0,3.271604866E-1
5.367083750E-1,-3.042984581E-1,-1.811244045E0,3.413698053E-1
5.466783750E-1,-5.643820256E-1,-1.865902648E0,1.671812510E-1
5.566483750E-1,-8.482099664E-1,-2.063888785E0,-1.276529038E-1
5.666183750E-1,-1.010251807E0,-2.425920897E0,-3.913974130E-1
5.765893750E-1,-1.133768391E0,-2.579608528E0,-6.449625045E-1
5.865593750E-1,-1.395630974E0,-2.512367302E0,-8.182576042E-1
5.965293751E-1,-1.772052936E0,-2.348639417E0,-7.670482743E-1
6.064993751E-1,-2.042592787E0,-2.326479639E0,-5.413872653E-1
6.164693751E-1,-2.060186621E0,-2.442477288E0,-3.181148440E-1
6.264403751E-1,-1.881773453E0,-2.758224594E0,-2.281571853E-1
6.364103751E-1,-1.497276339E0,-3.190117484E0,-2.564927924E-1
6.463803749E-1,-1.029474236E0,-3.537007645E0,-4.814164674E-1
6.563503749E-1,-6.694734478E-1,-3.486489456E0,-8.364822060E-1
6.663203749E-1,-5.147461814E-1,-3.071212599E0,-1.181268539E0
6.762913750E-1,-5.291803256E-1,-2.560484040E0,-1.321599376E0
6.862613750E-1,-6.435220429E-1,-2.226715030E0,-1.237005953E0
6.962313750E-1,-7.650776895E-1,-2.018291028E0,-9.851453251E-1
7.062013750E-1,-7.740052184E-1,-1.743346177E0,-7.080276489E-1
7.161713750E-1,-7.084245287E-1,-1.514851608E0,-4.069311261E-1
7.261423750E-1,-6.162289944E-1,-1.474793503E0,-1.259098488E-1
7.361123750E-1,-4.957915547E-1,-1.493590547E0,1.007042563E-1
7.460823751E-1,-3.815072863E-1,-1.446941460E0,3.394665366E-1
7.560523751E-1,-3.114749651E-1,-1.252730870E0,5.699748874E-1
7.660233751E-1,-3.644780016E-1,-8.900187278E-1,7.514818168E-1
7.759933751E-1,-5.532617543E-1,-4.606249380E-1,8.764894402E-1
7.859633751E-1,-7.052475902E-1,-1.717736542E-1,9.498825216E-1
7.959333749E-1,-7.707861800E-1,3.906232417E-2,8.951999456E-1
8.059033749E-1,-8.774534268E-1,2.669020057E-1,7.197115552E-1
8.158743749E-1,-1.038419599E0,4.557998157E-1,5.543341702E-1
8.258443750E-1,-1.055521828E0,5.890379798E-1,5.030944347E-1
8.358143750E-1,-8.969042628E-1,7.001678216E-1,5.620852393E-1
8.457843750E-1,-6.009920275E-1,8.533286190E-1,5.312815225E-1
8.557543750E-1,-4.514239787E-1,1.078117223E0,3.403576523E-1
8.657253750E-1,-4.039804384E-1,1.148209552E0,2.461461443E-1
8.756953750E-1,-3.342598104E-1,9.849336559E-1,3.359804267E-1
8.856653750E-1,-2.786089719E-1,6.572966212E-1,3.113116086E-1
8.956353751E-1,-2.488380562E-1,3.817179322E-1,2.280373174E-1
9.056053751E-1,-2.780563004E-1,2.811750591E-1,1.328347063E-1
9.155763751E-1,-4.219121312E-1,4.229273540E-1,-1.161859292E-1
9.255463751E-1,-5.709200532E-1,6.911631095E-1,-3.086803615E-1
9.355163751E-1,-7.986415114E-1,8.870343089E-1,-4.000255644E-1
9.454863749E-1,-1.018790058E0,9.298031831E-1,-2.722896302E-1
9.554573749E-1,-1.148453527E0,9.238957411E-1,-3.749000788E-2
9.654273749E-1,-1.296083297E0,9.887606585E-1,1.994485259E-2
9.753973749E-1,-1.466800651E0,1.085542603E0,4.358982325E-2
9.853673750E-1,-1.576499387E0,1.180789652E0,1.230102146E-1
9.953373750E-1,-1.568938352E0,1.224636753E0,1.947005868E-1
1.005308375E0,-1.328876090E0,1.091043078E0,2.287962860E-1
1.015278375E0,-9.132654300E-1,9.348674566E-1,1.491694880E-1
1.025248375E0,-4.340832567E-1,8.091341937E-1,2.216094732E-4
1.035218375E0,-1.077271277E-1,8.207637209E-1,-1.458225417E-1
1.045188375E0,2.425132692E-2,8.596091133E-1,-2.720469707E-1
1.055159375E0,-9.985217080E-3,8.732477438E-1,-2.856101722E-1
1.065129375E0,-1.429956322E-1,7.397920632E-1,-2.959831327E-1
1.075099375E0,-3.058191727E-1,4.246142757E-1,-2.767668432E-1
1.085069375E0,-4.467101727E-1,-3.078325152E-2,-1.583946401E-1
1.095040375E0,-4.873196702E-1,-3.598604554E-1,-1.440555131E-1
1.105010375E0,-5.468706380E-1,-4.048518562E-1,-2.400895983E-1
1.114980375E0,-7.023041019E-1,-2.386330569E-1,-3.561258388E-1
1.124950375E0,-8.695191206E-1,1.126056790E-2,-3.736411732E-1
1.134920375E0,-1.059701272E0,6.029005587E-2,-3.007895440E-1
1.144891375E0,-1.185142612E0,-2.249622667E-1,-2.325683248E-1
1.154861375E0,-1.211238151E0,-6.451601404E-1,-1.554435503E-1
1.164831375E0,-1.144283292E0,-1.025873521E0,-1.918828136E-1
1.174801375E0,-9.905765113E-1,-1.286116133E0,-3.325773472E-1
1.184771375E0,-7.888143884E-1,-1.446980637E0,-4.456584048E-1
1.194742375E0,-6.468311284E-1,-1.457073516E0,-5.278141236E-1
1.204712375E0,-7.211126943E-1,-1.374585675E0,-6.723350751E-1
1.214682375E0,-9.502177133E-1,-1.259951597E0,-6.701733595E-1
1.224652375E0,-1.117551430E0,-1.083655121E0,-3.451207942E-1
1.234623375E0,-1.088512111E0,-1.057412233E0,-1.670549512E-2
1.244593375E0,-8.424934360E-1,-1.126266705E0,1.262495720E-1
1.254563375E0,-3.740946248E-1,-1.133499711E0,1.234037322E-1
1.264533375E0,1.633864081E-1,-9.973864710E-1,1.285919666E-2
1.274504375E0,6.275173366E-1,-7.185678399E-1,-3.317692620E-1
1.284474375E0,9.278926054E-1,-4.354064816E-1,-6.148183537E-1
1.294444375E0,1.037137305E0,-3.380947798E-1,-6.782606435E-1
1.304414375E0,1.152114615E0,-4.123994422E-1,-6.990837479E-1
1.314384375E0,1.235058246E0,-5.745731378E-1,-6.992275894E-1
1.324355375E0,1.265375766E0,-7.018138129E-1,-7.406919497E-1
1.334325375E0,1.305192966E0,-7.636054337E-1,-8.169033891E-1
1.344295375E0,1.189636782E0,-7.804576939E-1,-8.383509761E-1
1.354265375E0,8.833412075E-1,-6.788202220E-1,-8.091552436E-1
1.364236375E0,4.306044558E-1,-4.742816949E-1,-6.218648332E-1
1.374206375E0,2.352393329E-2,-3.700796342E-1,-3.225411862E-1
1.384176375E0,-2.447928062E-1,-3.392472661E-1,-8.759304464E-2
1.394146375E0,-4.343601224E-1,-3.644288850E-1,2.469220698E-2
1.404117375E0,-4.676179156E-1,-4.439264596E-1,4.995744109E-2
1.414087375E0,-4.048533180E-1,-6.153101045E-1,-7.515192389E-2
1.424057375E0,-3.243675640E-1,-7.955318159E-1,-3.775979841E-1
1.434027375E0,-3.390022677E-1,-7.977964425E-1,-8.112485468E-1
1.443997542E0,-3.781666258E-1,-6.902445120E-1,-1.081877568E0
